ensembl	gene_name	entrez
ENSG00000163218	PGLYRP4	57115.0
ENSG00000163219	ARHGAP25	9938.0
ENSG00000163220	S100A9	6280.0
ENSG00000163221	S100A12	6283.0
ENSG00000163235	TGFA	7039.0
ENSG00000163239	TDRD10	126668.0
ENSG00000163249	CCNYL1	151195.0
ENSG00000163251	FZD5	7855.0
ENSG00000163254	CRYGC	1420.0
ENSG00000163257	DCAF16	54876.0
ENSG00000163263	CFAP141	388701.0
ENSG00000163273	NPPC	4880.0
ENSG00000163281	GNPDA2	132789.0
ENSG00000163283	ALPP	250.0
ENSG00000163285	GABRG1	2565.0
ENSG00000163286	ALPG	251.0
ENSG00000163288	GABRB1	2560.0
ENSG00000163291	PAQR3	152559.0
ENSG00000163293	NIPAL1	152519.0
ENSG00000163295	ALPI	248.0
ENSG00000163297	ANTXR2	118429.0
ENSG00000163312	HELQ	113510.0
ENSG00000163319	MRPS18C	51023.0
ENSG00000163320	CGGBP1	8545.0
ENSG00000163322	ABRAXAS1	84142.0
ENSG00000163328	GPR155	151556.0
ENSG00000163331	DAPL1	92196.0
ENSG00000163344	PMVK	10654.0
ENSG00000163346	PBXIP1	57326.0
ENSG00000163347	CLDN1	9076.0
ENSG00000163348	PYGO2	90780.0
ENSG00000163349	HIPK1	204851.0
ENSG00000163352	LENEP	55891.0
ENSG00000163354	DCST2	127579.0
ENSG00000163357	DCST1	149095.0
ENSG00000163359	COL6A3	1293.0
ENSG00000163362	INAVA	55765.0
ENSG00000163374	YY1AP1	55249.0
ENSG00000163376	KBTBD8	84541.0
ENSG00000163377	TAFA4	151647.0
ENSG00000163378	EOGT	285203.0
ENSG00000163380	LMOD3	56203.0
ENSG00000163382	NAXE	128240.0
ENSG00000163389	POGLUT1	56983.0
ENSG00000163393	SLC22A15	55356.0
ENSG00000163394	CCKAR	886.0
ENSG00000163395	IGFN1	91156.0
ENSG00000163399	ATP1A1	476.0
ENSG00000163406	SLC15A2	6565.0
ENSG00000163412	EIF4E3	317649.0
ENSG00000163421	PROK2	60675.0
ENSG00000163424	TEX55	152405.0
ENSG00000163428	LRRC58	116064.0
ENSG00000163430	FSTL1	11167.0
ENSG00000163431	LMOD1	25802.0
ENSG00000163435	ELF3	1999.0
ENSG00000163440	PDCL2	132954.0
ENSG00000163444	TMEM183A	92703.0
ENSG00000163449	TMEM169	92691.0
ENSG00000163453	IGFBP7	3490.0
ENSG00000163462	TRIM46	80128.0
ENSG00000163463	KRTCAP2	200185.0
ENSG00000163464	CXCR1	3577.0
ENSG00000163466	ARPC2	10109.0
ENSG00000163467	TSACC	128229.0
ENSG00000163468	CCT3	7203.0
ENSG00000163472	TMEM79	84283.0
ENSG00000163479	SSR2	6746.0
ENSG00000163481	RNF25	64320.0
ENSG00000163482	STK36	27148.0
ENSG00000163485	ADORA1	134.0
ENSG00000163491	NEK10	152110.0
ENSG00000163492	CCDC141	285025.0
ENSG00000163497	FEV	54738.0
ENSG00000163499	CRYBA2	1412.0
ENSG00000163501	IHH	3549.0
ENSG00000163507	CIP2A	57650.0
ENSG00000163508	EOMES	8320.0
ENSG00000163510	CWC22	57703.0
ENSG00000163512	AZI2	64343.0
ENSG00000163513	TGFBR2	7048.0
ENSG00000163515	RETNLB	84666.0
ENSG00000163516	ANKZF1	55139.0
ENSG00000163517	HDAC11	79885.0
ENSG00000163518	FCRL4	83417.0
ENSG00000163519	TRAT1	50852.0
ENSG00000163520	FBLN2	2199.0
ENSG00000163521	GLB1L	79411.0
ENSG00000163527	STT3B	201595.0
ENSG00000163528	CHCHD4	131474.0
ENSG00000163530	DPPA2	151871.0
ENSG00000163531	NFASC	23114.0
ENSG00000163535	SGO2	151246.0
ENSG00000163536	SERPINI1	5274.0
ENSG00000163539	CLASP2	23122.0
ENSG00000163541	SUCLG1	8802.0
ENSG00000163545	NUAK2	81788.0
ENSG00000163554	SPTA1	6708.0
ENSG00000163558	PRKCI	5584.0
ENSG00000163563	MNDA	4332.0
ENSG00000163564	PYHIN1	149628.0
ENSG00000163565	IFI16	3428.0
ENSG00000163576	EFHB	151651.0
ENSG00000163577	EIF5A2	56648.0
ENSG00000163581	SLC2A2	6514.0
ENSG00000163584	RPL22L1	200916.0
ENSG00000163586	FABP1	2168.0
ENSG00000163590	PPM1L	151742.0
ENSG00000163596	ICA1L	130026.0
ENSG00000163599	CTLA4	1493.0
ENSG00000163600	ICOS	29851.0
ENSG00000163602	RYBP	23429.0
ENSG00000163605	PPP4R2	151987.0
ENSG00000163606	CD200R1	131450.0
ENSG00000163607	GTPBP8	29083.0
ENSG00000163608	NEPRO	25871.0
ENSG00000163611	SPICE1	152185.0
ENSG00000163617	CCDC191	57577.0
ENSG00000163618	CADPS	8618.0
ENSG00000163623	NKX6-1	4825.0
ENSG00000163624	CDS1	1040.0
ENSG00000163625	WDFY3	23001.0
ENSG00000163626	COX18	285521.0
ENSG00000163629	PTPN13	5783.0
ENSG00000163630	SYNPR	132204.0
ENSG00000163631	ALB	213.0
ENSG00000163632	C3orf49	132200.0
ENSG00000163633	C4orf36	132989.0
ENSG00000163634	THOC7	80145.0
ENSG00000163635	ATXN7	6314.0
ENSG00000163636	PSMD6	9861.0
ENSG00000163637	PRICKLE2	166336.0
ENSG00000163638	ADAMTS9	56999.0
ENSG00000163644	PPM1K	152926.0
ENSG00000163645	ERICH6	131831.0
ENSG00000163646	CLRN1	7401.0
ENSG00000163655	GMPS	8833.0
ENSG00000163659	TIPARP	25976.0
ENSG00000163660	CCNL1	57018.0
ENSG00000163661	PTX3	5806.0
ENSG00000163666	HESX1	8820.0
ENSG00000163673	DCLK3	85443.0
ENSG00000163681	SLMAP	7871.0
ENSG00000163682	RPL9	6133.0
ENSG00000163683	SMIM14	201895.0
ENSG00000163684	RPP14	11102.0
ENSG00000163686	ABHD6	57406.0
ENSG00000163687	DNASE1L3	1776.0
ENSG00000163689	CFAP20DC	200844.0
ENSG00000163694	RBM47	54502.0
ENSG00000163697	APBB2	323.0
ENSG00000163701	IL17RE	132014.0
ENSG00000163702	IL17RC	84818.0
ENSG00000163703	CRELD1	78987.0
ENSG00000163704	PRRT3	285368.0
ENSG00000163705	FANCD2OS	115795.0
ENSG00000163710	PCOLCE2	26577.0
ENSG00000163714	U2SURP	23350.0
ENSG00000163719	MTMR14	64419.0
ENSG00000163728	TTC14	151613.0
ENSG00000163734	CXCL3	2921.0
ENSG00000163735	CXCL5	6374.0
ENSG00000163736	PPBP	5473.0
ENSG00000163737	PF4	5196.0
ENSG00000163738	MTHFD2L	441024.0
ENSG00000163739	CXCL1	2919.0
ENSG00000163743	RCHY1	25898.0
ENSG00000163746	PLSCR2	57047.0
ENSG00000163749	CCDC158	339965.0
ENSG00000163751	CPA3	1359.0
ENSG00000163754	GYG1	2992.0
ENSG00000163755	HPS3	84343.0
ENSG00000163762	TM4SF18	116441.0
ENSG00000163781	TOPBP1	11073.0
ENSG00000163785	RYK	6259.0
ENSG00000163788	SNRK	54861.0
ENSG00000163792	TCF23	150921.0
ENSG00000163793	DNAJC5G	285126.0
ENSG00000163794	UCN	7349.0
ENSG00000163795	ZNF513	130557.0
ENSG00000163798	SLC4A1AP	22950.0
ENSG00000163803	PLB1	151056.0
ENSG00000163806	SPDYA	245711.0
ENSG00000163807	KIAA1143	57456.0
ENSG00000163808	KIF15	56992.0
ENSG00000163811	WDR43	23160.0
ENSG00000163812	ZDHHC3	51304.0
ENSG00000163814	CDCP1	64866.0
ENSG00000163815	CLEC3B	7123.0
ENSG00000163817	SLC6A20	54716.0
ENSG00000163818	LZTFL1	54585.0
ENSG00000163820	FYCO1	79443.0
ENSG00000163823	CCR1	1230.0
ENSG00000163825	RTP3	83597.0
ENSG00000163827	LRRC2	79442.0
ENSG00000163832	ELP6	54859.0
ENSG00000163833	FBXO40	51725.0
ENSG00000163840	DTX3L	151636.0
ENSG00000163848	ZNF148	7707.0
ENSG00000163864	NMNAT3	349565.0
ENSG00000163866	SMIM12	113444.0
ENSG00000163867	ZMYM6	9204.0
ENSG00000163870	TPRA1	131601.0
ENSG00000163872	YEATS2	55689.0
ENSG00000163873	GRIK3	2899.0
ENSG00000163874	ZC3H12A	80149.0
ENSG00000163875	MEAF6	64769.0
ENSG00000163877	SNIP1	79753.0
ENSG00000163879	DNALI1	7802.0
ENSG00000163882	POLR2H	5437.0
ENSG00000163884	KLF15	28999.0
ENSG00000163885	CFAP100	348807.0
ENSG00000163888	CAMK2N2	94032.0
ENSG00000163898	LIPH	200879.0
ENSG00000163900	TMEM41A	90407.0
ENSG00000163902	RPN1	6184.0
ENSG00000163904	SENP2	59343.0
ENSG00000163909	HEYL	26508.0
ENSG00000163913	IFT122	55764.0
ENSG00000163914	RHO	6010.0
ENSG00000163918	RFC4	5984.0
ENSG00000163930	BAP1	8314.0
ENSG00000163931	TKT	7086.0
ENSG00000163932	PRKCD	5580.0
ENSG00000163933	RFT1	91869.0
ENSG00000163935	SFMBT1	51460.0
ENSG00000163938	GNL3	26354.0
ENSG00000163939	PBRM1	55193.0
ENSG00000163945	UVSSA	57654.0
ENSG00000163946	TASOR	23272.0
ENSG00000163947	ARHGEF3	50650.0
ENSG00000163950	SLBP	7884.0
ENSG00000163956	LRPAP1	4043.0
ENSG00000163958	ZDHHC19	131540.0
ENSG00000163959	SLC51A	200931.0
ENSG00000163960	UBXN7	26043.0
ENSG00000163961	RNF168	165918.0
ENSG00000163964	PIGX	54965.0
ENSG00000163975	MELTF	4241.0
ENSG00000163982	OTOP1	133060.0
ENSG00000163995	ABLIM2	84448.0
ENSG00000164002	EXO5	64789.0
ENSG00000164007	CLDN19	149461.0
ENSG00000164008	C1orf50	79078.0
ENSG00000164010	ERMAP	114625.0
ENSG00000164011	ZNF691	51058.0
ENSG00000164022	AIMP1	9255.0
ENSG00000164023	SGMS2	166929.0
ENSG00000164024	METAP1	23173.0
ENSG00000164031	DNAJB14	79982.0
ENSG00000164032	H2AZ1	3015.0
ENSG00000164035	EMCN	51705.0
ENSG00000164037	SLC9B1	150159.0
ENSG00000164038	SLC9B2	133308.0
ENSG00000164039	BDH2	56898.0
ENSG00000164040	PGRMC2	10424.0
ENSG00000164045	CDC25A	993.0
ENSG00000164047	CAMP	820.0
ENSG00000164049	FBXW12	285231.0
ENSG00000164050	PLXNB1	5364.0
ENSG00000164051	CCDC51	79714.0
ENSG00000164053	ATRIP	84126.0
ENSG00000164054	SHISA5	51246.0
ENSG00000164056	SPRY1	10252.0
ENSG00000164061	BSN	8927.0
ENSG00000164062	APEH	327.0
ENSG00000164066	INTU	27152.0
ENSG00000164068	RNF123	63891.0
ENSG00000164070	HSPA4L	22824.0
ENSG00000164073	MFSD8	256471.0
ENSG00000164074	ABHD18	80167.0
ENSG00000164076	CAMKV	79012.0
ENSG00000164077	MON1A	84315.0
ENSG00000164078	MST1R	4486.0
ENSG00000164080	RAD54L2	23132.0
ENSG00000164081	TEX264	51368.0
ENSG00000164082	GRM2	2912.0
ENSG00000164086	DUSP7	1849.0
ENSG00000164087	POC1A	25886.0
ENSG00000164088	PPM1M	132160.0
ENSG00000164089	ETNPPL	64850.0
ENSG00000164091	WDR82	80335.0
ENSG00000164093	PITX2	5308.0
ENSG00000164096	C4orf3	401152.0
ENSG00000164099	PRSS12	8492.0
ENSG00000164100	NDST3	9348.0
ENSG00000164104	HMGB2	3148.0
ENSG00000164105	SAP30	8819.0
ENSG00000164106	SCRG1	11341.0
ENSG00000164107	HAND2	9464.0
ENSG00000164109	MAD2L1	4085.0
ENSG00000164111	ANXA5	308.0
ENSG00000164113	ADAD1	132612.0
ENSG00000164114	MAP9	79884.0
ENSG00000164116	GUCY1A1	2982.0
ENSG00000164117	FBXO8	26269.0
ENSG00000164118	CEP44	80817.0
ENSG00000164120	HPGD	3248.0
ENSG00000164122	ASB5	140458.0
ENSG00000164123	SPMIP2	152940.0
ENSG00000164124	TMEM144	55314.0
ENSG00000164125	GASK1B	51313.0
ENSG00000164128	NPY1R	4886.0
ENSG00000164129	NPY5R	4889.0
ENSG00000164134	NAA15	80155.0
ENSG00000164136	IL15	3600.0
ENSG00000164142	FHIP1A	729830.0
ENSG00000164144	ARFIP1	27236.0
ENSG00000164151	ICE1	23379.0
ENSG00000164161	HHIP	64399.0
ENSG00000164162	ANAPC10	10393.0
ENSG00000164163	ABCE1	6059.0
ENSG00000164164	OTUD4	54726.0
ENSG00000164167	LSM6	11157.0
ENSG00000164168	TMEM184C	55751.0
ENSG00000164169	PRMT9	90826.0
ENSG00000164171	ITGA2	3673.0
ENSG00000164172	MOCS2	4338.0
ENSG00000164175	SLC45A2	51151.0
ENSG00000164176	EDIL3	10085.0
ENSG00000164180	TMEM161B	153396.0
ENSG00000164181	ELOVL7	79993.0
ENSG00000164182	NDUFAF2	91942.0
ENSG00000164185	ZNF474	133923.0
ENSG00000164187	LMBRD2	92255.0
ENSG00000164188	RANBP3L	202151.0
ENSG00000164190	NIPBL	25836.0
ENSG00000164197	RNF180	285671.0
ENSG00000164199	ADGRV1	84059.0
ENSG00000164209	SLC25A46	91137.0
ENSG00000164211	STARD4	134429.0
ENSG00000164219	PGGT1B	5229.0
ENSG00000164220	F2RL2	2151.0
ENSG00000164221	CCDC112	153733.0
ENSG00000164236	ANKRD33B	651746.0
ENSG00000164237	CMBL	134147.0
ENSG00000164241	C5orf63	401207.0
ENSG00000164244	PRRC1	133619.0
ENSG00000164251	F2RL1	2150.0
ENSG00000164252	AGGF1	55109.0
ENSG00000164253	WDR41	55255.0
ENSG00000164258	NDUFS4	4724.0
ENSG00000164265	SCGB3A2	117156.0
ENSG00000164266	SPINK1	6690.0
ENSG00000164270	HTR4	3360.0
ENSG00000164283	ESM1	11082.0
ENSG00000164284	GRPEL2	134266.0
ENSG00000164287	CDC20B	166979.0
ENSG00000164291	ARSK	153642.0
ENSG00000164292	RHOBTB3	22836.0
ENSG00000164294	GPX8	493869.0
ENSG00000164296	TIGD6	81789.0
ENSG00000164299	SPZ1	84654.0
ENSG00000164300	SERINC5	256987.0
ENSG00000164303	ENPP6	133121.0
ENSG00000164304	CAGE1	285782.0
ENSG00000164305	CASP3	836.0
ENSG00000164306	PRIMPOL	201973.0
ENSG00000164307	ERAP1	51752.0
ENSG00000164309	CMYA5	202333.0
ENSG00000164318	EGFLAM	133584.0
ENSG00000164323	CFAP97	57587.0
ENSG00000164325	TMEM174	134288.0
ENSG00000164326	CARTPT	9607.0
ENSG00000164327	RICTOR	253260.0
ENSG00000164329	TENT2	167153.0
ENSG00000164330	EBF1	1879.0
ENSG00000164331	ANKRA2	57763.0
ENSG00000164332	UBLCP1	134510.0
ENSG00000164334	FAM170A	340069.0
ENSG00000164338	UTP15	84135.0
ENSG00000164342	TLR3	7098.0
ENSG00000164344	KLKB1	3818.0
ENSG00000164346	NSA2	10412.0
ENSG00000164347	GFM2	84340.0
ENSG00000164362	TERT	7015.0
ENSG00000164363	SLC6A18	348932.0
ENSG00000164366	CCDC127	133957.0
ENSG00000164379	FOXQ1	94234.0
ENSG00000164393	ADGRF2P	
ENSG00000164398	ACSL6	23305.0
ENSG00000164399	IL3	3562.0
ENSG00000164400	CSF2	1437.0
ENSG00000164402	SEPTIN8	23176.0
ENSG00000164403	SHROOM1	134549.0
ENSG00000164404	GDF9	2661.0
ENSG00000164405	UQCRQ	27089.0
ENSG00000164406	LEAP2	116842.0
ENSG00000164411	GJB7	375519.0
ENSG00000164414	SLC35A1	10559.0
ENSG00000164418	GRIK2	2898.0
ENSG00000164430	CGAS	115004.0
ENSG00000164434	FABP7	2173.0
ENSG00000164438	TLX3	30012.0
ENSG00000164440	TXLNB	167838.0
ENSG00000164442	CITED2	10370.0
ENSG00000164451	CALHM4	221301.0
ENSG00000164458	TBXT	6862.0
ENSG00000164463	CREBRF	153222.0
ENSG00000164465	DCBLD1	285761.0
ENSG00000164466	SFXN1	94081.0
ENSG00000164483	SAMD3	154075.0
ENSG00000164484	TMEM200A	114801.0
ENSG00000164485	IL22RA2	116379.0
ENSG00000164488	DACT2	168002.0
ENSG00000164494	PDSS2	57107.0
ENSG00000164500	SPMIP7	100130988.0
ENSG00000164506	STXBP5	134957.0
ENSG00000164508	H2AC1	221613.0
ENSG00000164509	IL31RA	133396.0
ENSG00000164512	ANKRD55	79722.0
ENSG00000164520	RAET1E	135250.0
ENSG00000164530	PI16	221476.0
ENSG00000164532	TBX20	57057.0
ENSG00000164535	DAGLB	221955.0
ENSG00000164542	MATCAP2	23366.0
ENSG00000164543	STK17A	9263.0
ENSG00000164548	TRA2A	29896.0
ENSG00000164574	GALNT10	55568.0
ENSG00000164576	SAP30L	79685.0
ENSG00000164587	RPS14	6208.0
ENSG00000164588	HCN1	348980.0
ENSG00000164591	MYOZ3	91977.0
ENSG00000164597	COG5	10466.0
ENSG00000164600	NEUROD6	63974.0
ENSG00000164603	BMT2	154743.0
ENSG00000164604	GPR85	54329.0
ENSG00000164609	SLU7	10569.0
ENSG00000164610	RP9	6100.0
ENSG00000164611	PTTG1	9232.0
ENSG00000164615	CAMLG	819.0
ENSG00000164619	BMPER	168667.0
ENSG00000164620	RELL2	285613.0
ENSG00000164626	KCNK5	8645.0
ENSG00000164627	KIF6	221458.0
ENSG00000164631	ZNF12	7559.0
ENSG00000164638	SLC29A4	222962.0
ENSG00000164645	TEX47	219557.0
ENSG00000164647	STEAP1	26872.0
ENSG00000164649	CDCA7L	55536.0
ENSG00000164651	SP8	221833.0
ENSG00000164654	MIOS	54468.0
ENSG00000164659	ELAPOR2	222223.0
ENSG00000164663	USP49	25862.0
ENSG00000164674	SYTL3	94120.0
ENSG00000164675	IQUB	154865.0
ENSG00000164683	HEY1	23462.0
ENSG00000164684	ZNF704	619279.0
ENSG00000164687	FABP5	2171.0
ENSG00000164690	SHH	6469.0
ENSG00000164691	TAGAP	117289.0
ENSG00000164692	COL1A2	1278.0
ENSG00000164694	FNDC1	84624.0
ENSG00000164695	CHMP4C	92421.0
ENSG00000164707	SLC13A4	26266.0
ENSG00000164708	PGAM2	5224.0
ENSG00000164713	BRI3	25798.0
ENSG00000164715	LMTK2	22853.0
ENSG00000164733	CTSB	1508.0
ENSG00000164736	SOX17	64321.0
ENSG00000164741	DLC1	10395.0
ENSG00000164742	ADCY1	107.0
ENSG00000164744	SUN3	256979.0
ENSG00000164746	C7orf57	136288.0
ENSG00000164749	HNF4G	3174.0
ENSG00000164751	PEX2	5828.0
ENSG00000164754	RAD21	5885.0
ENSG00000164756	SLC30A8	169026.0
ENSG00000164758	MED30	90390.0
ENSG00000164761	TNFRSF11B	4982.0
ENSG00000164764	SBSPON	157869.0
ENSG00000164776	PHKG1	5260.0
ENSG00000164778	EN2	2020.0
ENSG00000164794	KCNV1	27012.0
ENSG00000164796	CSMD3	114788.0
ENSG00000164808	SPIDR	23514.0
ENSG00000164815	ORC5	5001.0
ENSG00000164816	DEFA5	1670.0
ENSG00000164818	DNAAF5	54919.0
ENSG00000164821	DEFA4	1669.0
ENSG00000164822	DEFA6	1671.0
ENSG00000164823	OSGIN2	734.0
ENSG00000164825	DEFB1	1672.0
ENSG00000164828	SUN1	23353.0
ENSG00000164830	OXR1	55074.0
ENSG00000164841	TMEM74	157753.0
ENSG00000164849	GPR146	115330.0
ENSG00000164850	GPER1	2852.0
ENSG00000164853	UNCX	340260.0
ENSG00000164855	TMEM184A	202915.0
ENSG00000164867	NOS3	4846.0
ENSG00000164871	SPAG11B	124906741.0
ENSG00000164877	MICALL2	79778.0
ENSG00000164879	CA3	761.0
ENSG00000164880	INTS1	26173.0
ENSG00000164885	CDK5	1020.0
ENSG00000164889	SLC4A2	6522.0
ENSG00000164896	FASTK	10922.0
ENSG00000164897	TMUB1	83590.0
ENSG00000164898	FMC1	154791.0
ENSG00000164900	GBX1	2636.0
ENSG00000164902	PHAX	51808.0
ENSG00000164904	ALDH7A1	501.0
ENSG00000164916	FOXK1	221937.0
ENSG00000164919	COX6C	1345.0
ENSG00000164920	OSR2	116039.0
ENSG00000164924	YWHAZ	7534.0
ENSG00000164929	BAALC	79870.0
ENSG00000164930	FZD6	8323.0
ENSG00000164932	CTHRC1	115908.0
ENSG00000164933	SLC25A32	81034.0
ENSG00000164934	DCAF13	25879.0
ENSG00000164935	DCSTAMP	81501.0
ENSG00000164938	TP53INP1	94241.0
ENSG00000164941	INTS8	55656.0
ENSG00000164944	VIRMA	25962.0
ENSG00000164946	FREM1	158326.0
ENSG00000164949	GEM	2669.0
ENSG00000164951	PDP1	54704.0
ENSG00000164953	TMEM67	91147.0
ENSG00000164961	WASHC5	9897.0
ENSG00000164967	RPP25L	138716.0
ENSG00000164970	FAM219A	203259.0
ENSG00000164972	SPMIP6	84688.0
ENSG00000164975	SNAPC3	6619.0
ENSG00000164976	MYORG	57462.0
ENSG00000164978	NUDT2	318.0
ENSG00000164983	TMEM65	157378.0
ENSG00000164985	PSIP1	11168.0
ENSG00000164989	CCDC171	203238.0
ENSG00000165006	UBAP1	51271.0
ENSG00000165023	DIRAS2	54769.0
ENSG00000165025	SYK	6850.0
ENSG00000165028	NIPSNAP3B	55335.0
ENSG00000165029	ABCA1	19.0
ENSG00000165030	NFIL3	4783.0
ENSG00000165046	LETM2	137994.0
ENSG00000165055	METTL2B	55798.0
ENSG00000165060	FXN	2395.0
ENSG00000165061	ZMAT4	79698.0
ENSG00000165066	NKX6-3	157848.0
ENSG00000165071	TMEM71	137835.0
ENSG00000165072	MAMDC2	256691.0
ENSG00000165076	PRSS37	136242.0
ENSG00000165078	CPA6	57094.0
ENSG00000165084	C8orf34	116328.0
ENSG00000165091	TMC1	117531.0
ENSG00000165092	ALDH1A1	216.0
ENSG00000165097	KDM1B	221656.0
ENSG00000165102	HGSNAT	138050.0
ENSG00000165105	RASEF	158158.0
ENSG00000165113	GKAP1	80318.0
ENSG00000165115	KIF27	55582.0
ENSG00000165118	QNG1	84267.0
ENSG00000165119	HNRNPK	3190.0
ENSG00000165120	SSMEM1	136263.0
ENSG00000165124	SVEP1	79987.0
ENSG00000165125	TRPV6	55503.0
ENSG00000165131	LLCFC1	135927.0
ENSG00000165138	ANKS6	203286.0
ENSG00000165140	FBP1	2203.0
ENSG00000165152	PGAP4	84302.0
ENSG00000165156	ZHX1	11244.0
ENSG00000165164	CFAP47	286464.0
ENSG00000165168	CYBB	1536.0
ENSG00000165169	DYNLT3	6990.0
ENSG00000165175	MID1IP1	58526.0
ENSG00000165181	SHOC1	158401.0
ENSG00000165182	CXorf58	254158.0
ENSG00000165185	KIAA1958	158405.0
ENSG00000165186	PTCHD1	139411.0
ENSG00000165188	RNF183	138065.0
ENSG00000165192	ASB11	140456.0
ENSG00000165194	PCDH19	57526.0
ENSG00000165195	PIGA	5277.0
ENSG00000165197	VEGFD	2277.0
ENSG00000165202	OR1Q1	158131.0
ENSG00000165204	OR1K1	392392.0
ENSG00000165209	STRBP	55342.0
ENSG00000165215	CLDN3	1365.0
ENSG00000165219	GAPVD1	26130.0
ENSG00000165233	CARD19	84270.0
ENSG00000165238	WNK2	65268.0
ENSG00000165240	ATP7A	538.0
ENSG00000165244	ZNF367	195828.0
ENSG00000165246	NLGN4Y	22829.0
ENSG00000165259	HDX	139324.0
ENSG00000165264	NDUFB6	4712.0
ENSG00000165269	AQP7	364.0
ENSG00000165272	AQP3	360.0
ENSG00000165275	TRMT10B	158234.0
ENSG00000165280	VCP	7415.0
ENSG00000165282	PIGO	84720.0
ENSG00000165283	STOML2	30968.0
ENSG00000165288	BRWD3	254065.0
ENSG00000165300	SLITRK5	26050.0
ENSG00000165304	MELK	9833.0
ENSG00000165309	ARMC3	219681.0
ENSG00000165312	OTUD1	220213.0
ENSG00000165322	ARHGAP12	94134.0
ENSG00000165323	FAT3	120114.0
ENSG00000165325	DEUP1	159989.0
ENSG00000165338	HECTD2	143279.0
ENSG00000165349	SLC7A3	84889.0
ENSG00000165355	FBXO33	254170.0
ENSG00000165359	INTS6L	203522.0
ENSG00000165370	GPR101	83550.0
ENSG00000165376	CLDN2	9075.0
ENSG00000165379	LRFN5	145581.0
ENSG00000165383	LRRC18	474354.0
ENSG00000165389	SPTSSA	171546.0
ENSG00000165392	WRN	7486.0
ENSG00000165406	MARCHF8	220972.0
ENSG00000165409	TSHR	7253.0
ENSG00000165410	CFL2	1073.0
ENSG00000165416	SUGT1	10910.0
ENSG00000165417	GTF2A1	2957.0
ENSG00000165424	ZCCHC24	219654.0
ENSG00000165434	PGM2L1	283209.0
ENSG00000165443	PHYHIPL	84457.0
ENSG00000165449	SLC16A9	220963.0
ENSG00000165457	FOLR2	2350.0
ENSG00000165458	INPPL1	3636.0
ENSG00000165462	PHOX2A	401.0
ENSG00000165471	MBL2	4153.0
ENSG00000165474	GJB2	2706.0
ENSG00000165475	CRYL1	51084.0
ENSG00000165476	REEP3	221035.0
ENSG00000165478	HEPACAM	220296.0
ENSG00000165480	SKA3	221150.0
ENSG00000165487	MICU2	221154.0
ENSG00000165490	DDIAS	220042.0
ENSG00000165494	PCF11	51585.0
ENSG00000165495	PKNOX2	63876.0
ENSG00000165496	RPL10L	140801.0
ENSG00000165501	LRR1	122769.0
ENSG00000165502	RPL36AL	6166.0
ENSG00000165506	DNAAF2	55172.0
ENSG00000165507	DEPP1	11067.0
ENSG00000165509	MAGEC3	139081.0
ENSG00000165512	ZNF22	7570.0
ENSG00000165516	KLHDC2	23588.0
ENSG00000165521	EML5	161436.0
ENSG00000165525	NEMF	9147.0
ENSG00000165526	RPUSD4	84881.0
ENSG00000165527	ARF6	382.0
ENSG00000165533	TTC8	123016.0
ENSG00000165548	TMEM63C	57156.0
ENSG00000165553	NGB	58157.0
ENSG00000165555	NOXRED1	122945.0
ENSG00000165556	CDX2	1045.0
ENSG00000165566	AMER2	219287.0
ENSG00000165572	KBTBD6	89890.0
ENSG00000165583	SSX5	6758.0
ENSG00000165584	SSX3	10214.0
ENSG00000165588	OTX2	5015.0
ENSG00000165606	DRGX	644168.0
ENSG00000165609	NUDT5	11164.0
ENSG00000165617	DACT1	51339.0
ENSG00000165621	OXGR1	27199.0
ENSG00000165623	UCMA	221044.0
ENSG00000165626	BEND7	222389.0
ENSG00000165629	ATP5F1C	509.0
ENSG00000165630	PRPF18	8559.0
ENSG00000165632	TAF3	83860.0
ENSG00000165633	VSTM4	196740.0
ENSG00000165637	VDAC2	7417.0
ENSG00000165643	SOHLH1	402381.0
ENSG00000165644	COMTD1	118881.0
ENSG00000165646	SLC18A2	6571.0
ENSG00000165650	PDZD8	118987.0
ENSG00000165655	ZNF503	84858.0
ENSG00000165660	ABRAXAS2	23172.0
ENSG00000165661	QSOX2	169714.0
ENSG00000165669	FAM204A	63877.0
ENSG00000165671	NSD1	64324.0
ENSG00000165672	PRDX3	10935.0
ENSG00000165675	ENOX2	10495.0
ENSG00000165678	GHITM	27069.0
ENSG00000165682	CLEC1B	51266.0
ENSG00000165684	SNAPC4	6621.0
ENSG00000165685	TMEM52B	120939.0
ENSG00000165688	PMPCA	23203.0
ENSG00000165689	ENTR1	10807.0
ENSG00000165694	FRMD7	90167.0
ENSG00000165695	AK8	158067.0
ENSG00000165698	SPACA9	11092.0
ENSG00000165699	TSC1	7248.0
ENSG00000165702	GFI1B	8328.0
ENSG00000165704	HPRT1	3251.0
ENSG00000165714	BORCS5	118426.0
ENSG00000165716	DIPK1B	138311.0
ENSG00000165724	ZMYND19	116225.0
ENSG00000165730	STOX1	219736.0
ENSG00000165731	RET	5979.0
ENSG00000165732	DDX21	9188.0
ENSG00000165733	BMS1	9790.0
ENSG00000165752	STK32C	282974.0
ENSG00000165757	JCAD	57608.0
ENSG00000165762	OR4K2	390431.0
ENSG00000165775	FUNDC2	65991.0
ENSG00000165782	PIP4P1	90809.0
ENSG00000165792	METTL17	64745.0
ENSG00000165794	SLC39A2	29986.0
