ensembl	gene_name	entrezgene	protein	busco
ENSG00000162341	TPCN2	219931.0	ENSP00000294309	62154at9347
ENSG00000185818	NAT8L	339983.0	ENSP00000413064	180979at9347
ENSG00000148229	POLE3	54107.0	ENSP00000363284	198470at9347
ENSG00000135828	RNASEL	6041.0	ENSP00000356530	52869at9347
ENSG00000136436	CALCOCO2	10241.0	ENSP00000258947	182030at9347
ENSG00000205236			ENSP00000429397	179582at9347
ENSG00000138193	PLCE1	51196.0	ENSP00000360431	3281at9347
ENSG00000157653	C9orf43	257169.0	ENSP00000288462	158001at9347
ENSG00000166268	MYRFL	196446.0	ENSP00000448753	40003at9347
ENSG00000170745	KCNS3	3790.0	ENSP00000385968	83697at9347
ENSG00000116711	PLA2G4A	5321.0	ENSP00000356436	38872at9347
ENSG00000153113	CAST	831.0	ENSP00000343421	83623at9347
ENSG00000168754	FAM178B	51252.0	ENSP00000429896	75040at9347
ENSG00000135643	KCNMB4	27345.0	ENSP00000258111	167179at9347
ENSG00000180902	D2HGDH	728294.0	ENSP00000315351	78039at9347
ENSG00000178726	THBD	7056.0	ENSP00000366307	94567at9347
ENSG00000188352	FOCAD	54914.0	ENSP00000369599	7310at9347
ENSG00000125810	CD93	22918.0	ENSP00000246006	84761at9347
ENSG00000105792	CFAP69	79846.0	ENSP00000373948	28578at9347
ENSG00000110344	UBE4A	9354.0	ENSP00000252108	18565at9347
ENSG00000157060	SHCBP1L	81626.0	ENSP00000356518	70873at9347
ENSG00000166971	AKTIP	64400.0	ENSP00000378152	132466at9347
ENSG00000185070	FLRT2	23768.0	ENSP00000332879	55551at9347
ENSG00000171227	TMEM37	140738.0	ENSP00000387015	192336at9347
ENSG00000086717	PPEF1	5475.0	ENSP00000509616	62685at9347
ENSG00000123684	LPGAT1	9926.0	ENSP00000355964	107526at9347
ENSG00000198739	LRRTM3	347731.0	ENSP00000355187	73429at9347
ENSG00000165632	TAF3	83860.0	ENSP00000340271	76395at9347
ENSG00000132740	IGHMBP2	3508.0	ENSP00000502413	38924at9347
ENSG00000155090	KLF10	7071.0	ENSP00000285407	119181at9347
ENSG00000150593	PDCD4	27250.0	ENSP00000376816	96963at9347
ENSG00000123836	PFKFB2	5208.0	ENSP00000356047	72948at9347
ENSG00000166148	AVPR1A	552.0	ENSP00000299178	107174at9347
ENSG00000105793	GTPBP10	101927446.0	ENSP00000222511	129002at9347
ENSG00000136536	MARCHF7	64844.0	ENSP00000386830	77932at9347
ENSG00000174099	MSRB3	253827.0	ENSP00000347324	170084at9347
ENSG00000204991	SPIRE2	84501.0	ENSP00000367494	66819at9347
ENSG00000070495	JMJD6	23210.0	ENSP00000394085	111505at9347
ENSG00000188921	HACD4	401494.0	ENSP00000419503	162425at9347
ENSG00000215262	KCNU1	157855.0	ENSP00000382770	24149at9347
ENSG00000148396	SEC16A	9919.0	ENSP00000325827	14137at9347
ENSG00000173868	PHOSPHO1	162466.0	ENSP00000311925	142082at9347
ENSG00000067992	PDK3	5165.0	ENSP00000497727	92082at9347
ENSG00000186075	ZPBP2	124626.0	ENSP00000335384	118313at9347
ENSG00000141002	TCF25	22980.0	ENSP00000491638	71445at9347
ENSG00000157224	CLDN12	9069.0	ENSP00000411399	150487at9347
ENSG00000126947	ARMCX1	51309.0	ENSP00000361917	120396at9347
ENSG00000204262	COL5A2	1290.0	ENSP00000364000	38855at9347
ENSG00000108587	GOSR1	9527.0	ENSP00000225724	152807at9347
ENSG00000056487	PHF21B	112885.0	ENSP00000324403	92285at9347
ENSG00000203705	TATDN3	128387.0	ENSP00000431376	147866at9347
ENSG00000102401	ARMCX3	51566.0	ENSP00000340672	125113at9347
ENSG00000108061	SHOC2	8036.0	ENSP00000509273	77208at9347
ENSG00000184867	ARMCX2	9823.0	ENSP00000328631	121249at9347
ENSG00000169169	CPT1C	126129.0	ENSP00000319343	39126at9347
ENSG00000135334	AKIRIN2	55122.0	ENSP00000257787	189740at9347
ENSG00000092208	GEMIN2	8487.0	ENSP00000308533	154844at9347
ENSG00000118434	SPACA1	81833.0	ENSP00000237201	175900at9347
ENSG00000138768	USO1	8615.0	ENSP00000444850	32690at9347
ENSG00000188487	INSC	387755.0	ENSP00000368872	72072at9347
ENSG00000135336	ORC3	23595.0	ENSP00000257789	49104at9347
ENSG00000141013	GAS8	2622.0	ENSP00000440977	97357at9347
ENSG00000169660	HEXD	284004.0	ENSP00000337854	90437at9347
ENSG00000205683	DPF3	8110.0	ENSP00000450518	109457at9347
ENSG00000150594	ADRA2A	150.0	ENSP00000280155	103896at9347
ENSG00000138744	NAAA	27163.0	ENSP00000286733	128788at9347
ENSG00000107104	KANK1	23189.0	ENSP00000371740	15381at9347
ENSG00000140263	SORD	6652.0	ENSP00000267814	108614at9347
ENSG00000122877	EGR2	1959.0	ENSP00000242480	112505at9347
ENSG00000148835	TAF5	6877.0	ENSP00000510076	53070at9347
ENSG00000196440	ARMCX4	100131755.0	ENSP00000404304	23987at9347
ENSG00000174175	SELP	6403.0	ENSP00000391694	43818at9347
ENSG00000166348	USP54	159195.0	ENSP00000510226	9309at9347
ENSG00000003249	DBNDD1	79007.0	ENSP00000306407	187615at9347
ENSG00000115694	STK25	10494.0	ENSP00000325748	102570at9347
ENSG00000127334	DYRK2	8445.0	ENSP00000342105	57818at9347
ENSG00000105974	CAV1	857.0	ENSP00000377113	174348at9347
ENSG00000090316	MAEA	10296.0	ENSP00000422215	107698at9347
ENSG00000136051	WASHC4	23325.0	ENSP00000328062	16591at9347
ENSG00000070915	SLC12A3	6559.0	ENSP00000457552	21306at9347
ENSG00000100445	SDR39U1	56948.0	ENSP00000382327	152126at9347
ENSG00000109083	IFT20	90410.0	ENSP00000463322	194672at9347
ENSG00000050344	NFE2L3	9603.0	ENSP00000056233	112010at9347
ENSG00000008118	CAMK1G	57172.0	ENSP00000009105	81217at9347
ENSG00000080854	IGSF9B	22997.0	ENSP00000436552	12501at9347
ENSG00000126467	TSKS	60385.0	ENSP00000246801	90478at9347
ENSG00000112312	GMNN	51053.0	ENSP00000348902	180023at9347
ENSG00000165553	NGB	58157.0	ENSP00000298352	187065at9347
ENSG00000167619	TMEM145	284339.0	ENSP00000301204	90040at9347
ENSG00000256646			ENSP00000455744	156522at9347
ENSG00000163945	UVSSA	57654.0	ENSP00000504268	82887at9347
ENSG00000196878	LAMB3	3914.0	ENSP00000348384	21201at9347
ENSG00000008382	MPND	84954.0	ENSP00000262966	95086at9347
ENSG00000051108	HERPUD1	9709.0	ENSP00000409555	141436at9347
ENSG00000141052	MYOCD	93649.0	ENSP00000401678	40775at9347
ENSG00000183798	EMILIN3	90187.0	ENSP00000332806	57108at9347
ENSG00000125772	GPCPD1	56261.0	ENSP00000368305	49130at9347
ENSG00000106591	MRPL32	64983.0	ENSP00000223324	177476at9347
ENSG00000102038	SMARCA1	6594.0	ENSP00000360163	21691at9347
ENSG00000105821	DNAJC2	27000.0	ENSP00000368565	80202at9347
ENSG00000133858	ZFC3H1	196441.0	ENSP00000368017	8346at9347
ENSG00000134802	SLC43A3	29015.0	ENSP00000378555	89228at9347
ENSG00000181038	METTL23	124512.0	ENSP00000482599	169608at9347
ENSG00000183260	ABHD16B	140701.0	ENSP00000358932	83797at9347
ENSG00000101150	TPD52L2	7165.0	ENSP00000482024	176593at9347
ENSG00000176438	SYNE3	161176.0	ENSP00000450562	45215at9347
ENSG00000186073	CDIN1	84529.0	ENSP00000455397	135810at9347
ENSG00000139350	NEDD1	121441.0	ENSP00000266742	53893at9347
ENSG00000011143	MKS1	54903.0	ENSP00000376827	65463at9347
ENSG00000187054	TMPRSS11A	339967.0	ENSP00000426911	109686at9347
ENSG00000174606	ANGEL2	90806.0	ENSP00000355929	64468at9347
ENSG00000106683	LIMK1	3984.0	ENSP00000409717	49390at9347
ENSG00000119608	PROX2	283571.0	ENSP00000451223	78162at9347
ENSG00000164125	GASK1B	51313.0	ENSP00000465976	73885at9347
ENSG00000197555	SIPA1L1	26037.0	ENSP00000370630	7266at9347
ENSG00000070413	DGCR2	9993.0	ENSP00000440062	86251at9347
ENSG00000168397	ATG4B	23192.0	ENSP00000383964	104842at9347
ENSG00000167670	CHAF1A	10036.0	ENSP00000301280	49209at9347
ENSG00000121446	RGSL1	353299.0	ENSP00000457491	25518at9347
ENSG00000170619	COMMD5	28991.0	ENSP00000385793	168540at9347
ENSG00000013563	DNASE1L1	1774.0	ENSP00000358822	151812at9347
ENSG00000167671	UBXN6	80700.0	ENSP00000467206	96386at9347
ENSG00000161057	PSMC2	5701.0	ENSP00000502939	97601at9347
ENSG00000140848	CPNE2	221184.0	ENSP00000290776	67496at9347
ENSG00000140463	BBS4	585.0	ENSP00000268057	91219at9347
ENSG00000100219	XBP1	7494.0	ENSP00000343155	150073at9347
ENSG00000101152	DNAJC5	80331.0	ENSP00000354111	179708at9347
ENSG00000198276	UCKL1	54963.0	ENSP00000346155	76974at9347
ENSG00000004139	SARM1	23098.0	ENSP00000468032	54466at9347
ENSG00000005469	CROT	54677.0	ENSP00000331981	59235at9347
ENSG00000129084	PSMA1	5682.0	ENSP00000379676	151741at9347
ENSG00000111077	TNS2	23371.0	ENSP00000369232	11396at9347
ENSG00000089682	RBM41	55285.0	ENSP00000509650	97766at9347
ENSG00000196700	ZNF512B	57473.0	ENSP00000358904	33426at9347
ENSG00000167674	HDGFL2	84717.0	ENSP00000468175	116783at9347
ENSG00000116903	EXOC8	149371.0	ENSP00000355605	51297at9347
ENSG00000175182	FAM131A	131408.0	ENSP00000388551	128557at9347
ENSG00000130590	SAMD10	140700.0	ENSP00000358902	168346at9347
ENSG00000198797	BRINP2	57795.0	ENSP00000354481	37152at9347
ENSG00000076351	SLC46A1	113235.0	ENSP00000480703	99716at9347
ENSG00000125149	PHAF1	80262.0	ENSP00000219139	71155at9347
ENSG00000160219	GAB3	139716.0	ENSP00000399588	101867at9347
ENSG00000151414	NEK7	140609.0	ENSP00000356355	123874at9347
ENSG00000179832	MROH1	727957.0	ENSP00000321737	8558at9347
ENSG00000177614	PGBD5	79605.0	ENSP00000375733	81854at9347
ENSG00000126804	ZBTB1	22890.0	ENSP00000451000	44754at9347
ENSG00000109180	OCIAD1	54940.0	ENSP00000264312	155311at9347
ENSG00000183831	ANKRD45	339416.0	ENSP00000331268	165728at9347
ENSG00000159322	ADPGK	83440.0	ENSP00000397694	93999at9347
ENSG00000214456	PLIN5	440503.0	ENSP00000371272	93836at9347
ENSG00000175764	TTLL11	158135.0	ENSP00000321346	66114at9347
ENSG00000237172	B3GNT9	84752.0	ENSP00000400157	121390at9347
ENSG00000171236	LRG1	116844.0	ENSP00000302621	160516at9347
ENSG00000102871	TRADD	8717.0	ENSP00000341268	160820at9347
ENSG00000100644	HIF1A	3091.0	ENSP00000338018	40749at9347
ENSG00000106927	AMBP	259.0	ENSP00000265132	111544at9347
ENSG00000136643	RPS6KC1	26750.0	ENSP00000355927	26975at9347
ENSG00000089472	HEPH	9843.0	ENSP00000430620	13930at9347
ENSG00000125848	FLRT3	23767.0	ENSP00000339912	52919at9347
ENSG00000135722	FBXL8	55336.0	ENSP00000258200	155261at9347
ENSG00000182919	C11orf54	28970.0	ENSP00000331209	121748at9347
ENSG00000288000			ENSP00000499734	33156at9347
ENSG00000136883	KIF12	113220.0	ENSP00000491702	62674at9347
ENSG00000196123	MATCAP1	653319.0	ENSP00000456838	87595at9347
ENSG00000104852	SNRNP70	6625.0	ENSP00000221448	174266at9347
ENSG00000166503	HDGFL3	50810.0	ENSP00000299633	184918at9347
ENSG00000182197	EXT1	2131.0	ENSP00000367446	36786at9347
ENSG00000179044	EXOC3L1	283849.0	ENSP00000325674	68340at9347
ENSG00000169594	BNC1	646.0	ENSP00000456727	27284at9347
ENSG00000137802	MAPKBP1	23005.0	ENSP00000397570	12082at9347
ENSG00000152766	ANKRD22	118932.0	ENSP00000360998	176399at9347
ENSG00000162877	PM20D1	148811.0	ENSP00000356104	92020at9347
ENSG00000138134	STAMBPL1	57559.0	ENSP00000360995	95321at9347
ENSG00000164972	SPMIP6	84688.0	ENSP00000297623	140128at9347
ENSG00000164970	FAM219A	203259.0	ENSP00000368371	178629at9347
ENSG00000023608	SNAPC1	6617.0	ENSP00000216294	121182at9347
ENSG00000069248	NUP133	55746.0	ENSP00000261396	18783at9347
ENSG00000008226	DLEC1	9940.0	ENSP00000315914	6083at9347
ENSG00000102890	ELMO3	79767.0	ENSP00000354077	49663at9347
ENSG00000076382	SPAG5	10615.0	ENSP00000323300	29583at9347
ENSG00000165238	WNK2	65268.0	ENSP00000297954	15771at9347
ENSG00000253148	RGS21	431704.0	ENSP00000428343	183058at9347
ENSG00000090104	RGS1	5996.0	ENSP00000356429	168007at9347
ENSG00000174996	KLC2	64837.0	ENSP00000399403	71654at9347
ENSG00000168701	TMEM208	29100.0	ENSP00000305892	181031at9347
ENSG00000166321	NUDT13	25961.0	ENSP00000349874	130375at9347
ENSG00000162769	FLVCR1	28982.0	ENSP00000355938	74032at9347
ENSG00000002016	RAD52	5893.0	ENSP00000351284	113797at9347
ENSG00000135723	FHOD1	29109.0	ENSP00000258201	22015at9347
ENSG00000113013	HSPA9	3313.0	ENSP00000502902	56413at9347
ENSG00000132581	SDF2	6388.0	ENSP00000247020	166162at9347
ENSG00000109111	SUPT6H	6830.0	ENSP00000338143	9450at9347
ENSG00000104133	SPG11	80208.0	ENSP00000508295	3470at9347
ENSG00000042781	USH2A	7399.0	ENSP00000501296	194at9347
ENSG00000125485	DDX31	64794.0	ENSP00000361232	49811at9347
ENSG00000122882	ECD	11319.0	ENSP00000362070	63008at9347
ENSG00000175274	TP53I11	9537.0	ENSP00000379009	183895at9347
ENSG00000136872	ALDOB	229.0	ENSP00000497767	116886at9347
ENSG00000176473	WDR25	79446.0	ENSP00000450661	85906at9347
ENSG00000165675	ENOX2	10495.0	ENSP00000337146	80515at9347
ENSG00000136279	DBNL	28988.0	ENSP00000411701	116428at9347
ENSG00000130332	LSM7	51690.0	ENSP00000252622	195226at9347
ENSG00000136932	TRMO	51531.0	ENSP00000364260	103448at9347
ENSG00000107159	CA9	768.0	ENSP00000367608	113810at9347
ENSG00000168676	KCTD19	146212.0	ENSP00000305702	24663at9347
ENSG00000168385	SEPTIN2	4735.0	ENSP00000375834	115019at9347
ENSG00000148337	CIZ1	25792.0	ENSP00000498625	69036at9347
ENSG00000138286	FAM149B1	317662.0	ENSP00000242505	81167at9347
ENSG00000064199	SPA17	53340.0	ENSP00000227135	192200at9347
ENSG00000099860	GADD45B	4616.0	ENSP00000215631	188033at9347
ENSG00000111684	LPCAT3	10162.0	ENSP00000261407	88055at9347
ENSG00000135373	EHF	26298.0	ENSP00000257831	125335at9347
ENSG00000158352	SHROOM4	57477.0	ENSP00000289292	10960at9347
ENSG00000159708	LRRC36	55282.0	ENSP00000329943	45889at9347
ENSG00000109113	RAB34	83871.0	ENSP00000378666	145493at9347
ENSG00000213551	DNAJC9	23234.0	ENSP00000362041	159255at9347
ENSG00000132639	SNAP25	6616.0	ENSP00000254976	167851at9347
ENSG00000182180	MRPS16	51021.0	ENSP00000362036	191265at9347
ENSG00000184368	MAP7D2	256714.0	ENSP00000368972	84533at9347
ENSG00000076554	TPD52	124188259.0	ENSP00000429915	185191at9347
ENSG00000138279	ANXA7	310.0	ENSP00000362012	119171at9347
ENSG00000114354	TFG	10342.0	ENSP00000502497	149759at9347
ENSG00000230124	ACBD6	100527964.0	ENSP00000495710	155206at9347
ENSG00000101346	POFUT1	23509.0	ENSP00000364902	107109at9347
ENSG00000164331	ANKRA2	57763.0	ENSP00000296785	123338at9347
ENSG00000138738	PRDM5	11107.0	ENSP00000264808	46619at9347
ENSG00000177098	SCN4B	6330.0	ENSP00000322460	179075at9347
ENSG00000164338	UTP15	84135.0	ENSP00000421669	75751at9347
ENSG00000129083	COPB1	1315.0	ENSP00000249923	24753at9347
ENSG00000165588	OTX2	5015.0	ENSP00000343819	150185at9347
ENSG00000176387	HSD11B2	3291.0	ENSP00000316786	134729at9347
ENSG00000126001	CEP250	11190.0	ENSP00000516576	8143at9347
ENSG00000159723	AGRP	181.0	ENSP00000290953	198129at9347
ENSG00000137266	SLC22A23	63027.0	ENSP00000410245	73008at9347
ENSG00000183484	GPR132	29933.0	ENSP00000328818	139022at9347
ENSG00000189184	PCDH18	54510.0	ENSP00000355082	17299at9347
ENSG00000260914			ENSP00000461295	91577at9347
ENSG00000184916	JAG2	3714.0	ENSP00000328566	12738at9347
ENSG00000122678	POLM	27434.0	ENSP00000242248	110476at9347
ENSG00000099795	NDUFB7	4713.0	ENSP00000215565	194574at9347
ENSG00000213380	COG8	84342.0	ENSP00000305459	71108at9347
ENSG00000105429	MEGF8	1954.0	ENSP00000334219	1703at9347
ENSG00000150627	WDR17	116966.0	ENSP00000422763	11713at9347
ENSG00000132603	NIP7	51388.0	ENSP00000254940	183813at9347
ENSG00000149782	PLCB3	5331.0	ENSP00000279230	18577at9347
ENSG00000113615	SEC24A	10802.0	ENSP00000381823	23485at9347
ENSG00000157315	TMED6	146456.0	ENSP00000288025	164870at9347
ENSG00000132604	TERF2	7014.0	ENSP00000254942	96679at9347
ENSG00000111799	COL12A1	1303.0	ENSP00000325146	1614at9347
ENSG00000120896	SORBS3	10174.0	ENSP00000240123	58037at9347
ENSG00000101076	HNF4A	3172.0	ENSP00000315180	99856at9347
ENSG00000160606	TLCD1	116238.0	ENSP00000292090	171972at9347
ENSG00000160602	NEK8	284086.0	ENSP00000268766	51899at9347
ENSG00000164615	CAMLG	819.0	ENSP00000504018	141922at9347
ENSG00000143324	XPR1	9213.0	ENSP00000356562	43879at9347
ENSG00000145833	DDX46	9879.0	ENSP00000416534	39536at9347
ENSG00000138757	G3BP2	9908.0	ENSP00000503911	121427at9347
ENSG00000176715	ACSF3	197322.0	ENSP00000320646	76509at9347
ENSG00000173681	BCLAF3	256643.0	ENSP00000369004	77837at9347
ENSG00000105427	CNFN	84518.0	ENSP00000222032	186998at9347
ENSG00000079435	LIPE	3991.0	ENSP00000244289	25603at9347
ENSG00000123700	KCNJ2	3759.0	ENSP00000441848	89301at9347
ENSG00000130119	GNL3L	54552.0	ENSP00000501411	78294at9347
ENSG00000118193	KIF14	9928.0	ENSP00000356319	19139at9347
ENSG00000149201	CCDC81	60494.0	ENSP00000415528	73155at9347
ENSG00000114742	WDR48	57599.0	ENSP00000307491	49471at9347
ENSG00000198842	STYXL2	92235.0	ENSP00000354483	61267at9347
ENSG00000181904	C5orf24	134553.0	ENSP00000337044	172058at9347
ENSG00000182473	EXOC7	23265.0	ENSP00000468404	45379at9347
ENSG00000113621	TXNDC15	79770.0	ENSP00000351157	107032at9347
ENSG00000129910	CDH15	1013.0	ENSP00000289746	64992at9347
ENSG00000086730	LAT2	7462.0	ENSP00000344881	181189at9347
ENSG00000064601	CTSA	5476.0	ENSP00000361562	77244at9347
ENSG00000164756	SLC30A8	169026.0	ENSP00000428545	127247at9347
ENSG00000156042	CFAP70	118491.0	ENSP00000347781	19429at9347
ENSG00000178038	ALS2CL	259173.0	ENSP00000313670	42077at9347
ENSG00000162702	ZNF281	23528.0	ENSP00000294740	62823at9347
ENSG00000107669	ATE1	11101.0	ENSP00000508941	87393at9347
ENSG00000143194	MAEL	84944.0	ENSP00000356846	91388at9347
ENSG00000164175	SLC45A2	51151.0	ENSP00000296589	84241at9347
ENSG00000168939	SPRY3	10251.0	ENSP00000511806	145950at9347
ENSG00000139438	FAM222A	84915.0	ENSP00000443292	122871at9347
ENSG00000203952	CCDC160	347475.0	ENSP00000427951	145596at9347
ENSG00000132002	DNAJB1	3337.0	ENSP00000503351	130974at9347
ENSG00000184210	DGAT2L6	347516.0	ENSP00000328036	121483at9347
ENSG00000204195	AWAT1	158833.0	ENSP00000363645	140578at9347
ENSG00000165219	GAPVD1	26130.0	ENSP00000297933	9869at9347
ENSG00000273294	C1QTNF3-AMACR		ENSP00000371511	146553at9347
ENSG00000111199	TRPV4	59341.0	ENSP00000406191	30182at9347
ENSG00000138795	LEF1	51176.0	ENSP00000265165	107276at9347
ENSG00000165678	GHITM	27069.0	ENSP00000509708	128974at9347
ENSG00000169258	GPRIN1	114787.0	ENSP00000305839	70727at9347
ENSG00000255561	FDXACB1	91893.0	ENSP00000260257	58617at9347
ENSG00000137720	CFAP68	64776.0	ENSP00000260276	181169at9347
ENSG00000148600	CDHR1	92211.0	ENSP00000485478	39711at9347
ENSG00000076924	XAB2	56949.0	ENSP00000351137	31424at9347
ENSG00000133317	LGALS12	85329.0	ENSP00000501500	120437at9347
ENSG00000049541	RFC2	5982.0	ENSP00000055077	115842at9347
ENSG00000162975	KCNF1	3754.0	ENSP00000295082	80354at9347
ENSG00000054267	ARID4B	51742.0	ENSP00000355562	26948at9347
ENSG00000206549			ENSP00000418875	158813at9347
ENSG00000112697	TMEM30A	55754.0	ENSP00000230461	117423at9347
ENSG00000147647	DPYS	1807.0	ENSP00000276651	86430at9347
ENSG00000160801	PTH1R	5745.0	ENSP00000402723	63561at9347
ENSG00000162976	SLC66A3	130814.0	ENSP00000295083	182608at9347
ENSG00000174788	PCP2	126006.0	ENSP00000472761	189655at9347
ENSG00000164935	DCSTAMP	81501.0	ENSP00000297581	123630at9347
ENSG00000204033	LRIT2	340745.0	ENSP00000361185	107913at9347
ENSG00000175946	KLHL38	340359.0	ENSP00000321475	65810at9347
ENSG00000148604	RGR	5995.0	ENSP00000350823	146924at9347
ENSG00000184743	ATL3	25923.0	ENSP00000381844	75444at9347
ENSG00000091879	ANGPT2	285.0	ENSP00000486858	80141at9347
ENSG00000181029	TRAPPC5	126003.0	ENSP00000470262	178885at9347
ENSG00000157869	RAB28	9364.0	ENSP00000328551	160701at9347
ENSG00000151304	SRFBP1	153443.0	ENSP00000341324	136646at9347
ENSG00000169016	E2F6	1876.0	ENSP00000370936	159076at9347
ENSG00000113083	LOX	4015.0	ENSP00000231004	115396at9347
ENSG00000120509	PDZD11	51248.0	ENSP00000512017	191320at9347
ENSG00000065029	ZNF76	7629.0	ENSP00000363064	65891at9347
ENSG00000148602	LRIT1	26103.0	ENSP00000361177	65238at9347
ENSG00000256394	ASIC5	51802.0	ENSP00000442477	88909at9347
ENSG00000106665	CLIP2	7461.0	ENSP00000223398	35850at9347
ENSG00000172345	STARD5	80765.0	ENSP00000304032	167553at9347
ENSG00000171017	LRRC8E	80131.0	ENSP00000479953	39434at9347
ENSG00000188070	ZFTA	65998.0	ENSP00000478462	94042at9347
ENSG00000198121	LPAR1	1902.0	ENSP00000363553	112080at9347
ENSG00000168005	SPINDOC	144097.0	ENSP00000294244	166358at9347
ENSG00000076984	MAP2K7	5609.0	ENSP00000381068	92625at9347
ENSG00000188869	TMC3	342125.0	ENSP00000352413	29923at9347
ENSG00000160796	NBEAL2	23218.0	ENSP00000415034	2433at9347
ENSG00000112033	PPARD	5467.0	ENSP00000353916	102454at9347
ENSG00000166788	SAAL1	113174.0	ENSP00000432487	89513at9347
ENSG00000175137	SH3BP5L	80851.0	ENSP00000355428	148202at9347
ENSG00000165124	SVEP1	79987.0	ENSP00000363593	815at9347
ENSG00000138386	NAB1	4664.0	ENSP00000387089	99225at9347
ENSG00000069275	NUCKS1	64710.0	ENSP00000356110	203087at9347
ENSG00000187783	TMEM72	643236.0	ENSP00000374234	159930at9347
ENSG00000170522	ELOVL6	79071.0	ENSP00000304736	141244at9347
ENSG00000104980	TIMM44	10469.0	ENSP00000270538	98223at9347
ENSG00000103876	FAH	2184.0	ENSP00000385080	97322at9347
ENSG00000172731	LRRC20	55222.0	ENSP00000348043	177726at9347
ENSG00000187889	FYB2	199920.0	ENSP00000345972	64148at9347
ENSG00000030304	MUSK	4593.0	ENSP00000363571	29711at9347
ENSG00000148444	COMMD3	23412.0	ENSP00000366032	171365at9347
ENSG00000097046	CDC7	8317.0	ENSP00000234626	70101at9347
ENSG00000129654	FOXJ1	2302.0	ENSP00000323880	114395at9347
ENSG00000138378	STAT4	6775.0	ENSP00000376134	39667at9347
ENSG00000138660	AP1AR	55435.0	ENSP00000274000	155700at9347
ENSG00000112041	TULP1	7287.0	ENSP00000319414	99906at9347
ENSG00000068489	PRR11	55771.0	ENSP00000464171	165641at9347
ENSG00000232113	TEX50	730159.0	ENSP00000489890	194384at9347
ENSG00000109736	MFSD10	10227.0	ENSP00000426907	137892at9347
ENSG00000139433	GLTP	51228.0	ENSP00000315263	162863at9347
ENSG00000185420	SMYD3	64754.0	ENSP00000487434	91657at9347
ENSG00000139151	PLCZ1	89869.0	ENSP00000497636	65388at9347
ENSG00000169122	FAM110B	90362.0	ENSP00000509301	129384at9347
ENSG00000108963	DPH1	1801.0	ENSP00000501368	100416at9347
ENSG00000183092	BEGAIN	57596.0	ENSP00000452607	72103at9347
ENSG00000121864	ZNF639	51193.0	ENSP00000417740	71786at9347
ENSG00000284701	TMEM247	388946.0	ENSP00000388684	181330at9347
ENSG00000130363	RSPH3	83861.0	ENSP00000356036	142484at9347
ENSG00000131203	IDO1	3620.0	ENSP00000430505	111755at9347
ENSG00000164691	TAGAP	117289.0	ENSP00000356033	56841at9347
ENSG00000071246	VASH1	22846.0	ENSP00000167106	127491at9347
ENSG00000106772	PRUNE2	158471.0	ENSP00000365908	2307at9347
ENSG00000076321	KLHL20	27252.0	ENSP00000209884	50359at9347
ENSG00000146267	FAXC	84553.0	ENSP00000374328	94154at9347
ENSG00000087269	NOP14	8602.0	ENSP00000405068	49666at9347
ENSG00000132423	COQ3	51805.0	ENSP00000254759	118079at9347
ENSG00000132424	PNISR	25957.0	ENSP00000506295	124019at9347
ENSG00000013523	ANGEL1	23357.0	ENSP00000251089	56535at9347
ENSG00000151665	PIGF	5281.0	ENSP00000281382	165691at9347
ENSG00000117280	RAB29	8934.0	ENSP00000356107	164988at9347
ENSG00000171109	MFN1	55669.0	ENSP00000420617	44127at9347
ENSG00000007520	TSR3	115939.0	ENSP00000007390	158977at9347
ENSG00000132294	EFR3A	23167.0	ENSP00000254624	31689at9347
ENSG00000177938	CAPZA3	93661.0	ENSP00000326238	126190at9347
ENSG00000102245	CD40LG	959.0	ENSP00000359663	151924at9347
ENSG00000123552	USP45	85015.0	ENSP00000424372	36259at9347
ENSG00000139144	PIK3C2G	5288.0	ENSP00000501770	9449at9347
ENSG00000165813	CCDC186	55088.0	ENSP00000358293	47290at9347
ENSG00000119669	IRF2BPL	64207.0	ENSP00000238647	87668at9347
ENSG00000070366	SMG6	23293.0	ENSP00000263073	12990at9347
ENSG00000136636	KCTD3	51133.0	ENSP00000259154	38382at9347
ENSG00000165816	VWA2	340706.0	ENSP00000376708	52065at9347
ENSG00000164675	IQUB	154865.0	ENSP00000324882	48010at9347
ENSG00000180035	ZNF48	197407.0	ENSP00000479658	79296at9347
ENSG00000163874	ZC3H12A	80149.0	ENSP00000362179	79039at9347
ENSG00000187823	RTL4	340595.0	ENSP00000512211	157180at9347
ENSG00000181827	RFX7	64864.0	ENSP00000453376	13978at9347
ENSG00000204175	GPRIN2	9721.0	ENSP00000363436	129656at9347
ENSG00000107679	PLEKHA1	59338.0	ENSP00000357986	105411at9347
ENSG00000083782	EPYC	1833.0	ENSP00000261172	128274at9347
ENSG00000253117	OC90	729330.0	ENSP00000254627	104576at9347
ENSG00000101004	NINL	22981.0	ENSP00000278886	60269at9347
ENSG00000139329	LUM	4060.0	ENSP00000266718	122777at9347
ENSG00000137078	SIT1	27240.0	ENSP00000259608	180740at9347
ENSG00000107957	SH3PXD2A	9644.0	ENSP00000358789	22396at9347
ENSG00000147679	UTP23	84294.0	ENSP00000308332	163232at9347
ENSG00000167720	SRR	63826.0	ENSP00000339435	129620at9347
ENSG00000011465	DCN	1634.0	ENSP00000052754	129383at9347
ENSG00000184304	PRKD1	5587.0	ENSP00000333568	29999at9347
