ensembl	gene_name	entrez	protein	busco
ENSG00000083782	EPYC	1833.0	ENSP00000261172	140775at40674
ENSG00000253117	OC90	729330.0	ENSP00000254627	112818at40674
ENSG00000101004	NINL	22981.0	ENSP00000278886	62946at40674
ENSG00000198690	FAN1	22909.0	ENSP00000354497	30652at40674
ENSG00000139329	LUM	4060.0	ENSP00000266718	128407at40674
ENSG00000137078	SIT1	27240.0	ENSP00000259608	189226at40674
ENSG00000107957	SH3PXD2A	9644.0	ENSP00000358789	23373at40674
ENSG00000147679	UTP23	84294.0	ENSP00000308332	170971at40674
ENSG00000167720	SRR	63826.0	ENSP00000339435	140110at40674
ENSG00000011465	DCN	1634.0	ENSP00000052754	135315at40674
ENSG00000184304	PRKD1	5587.0	ENSP00000390535	31710at40674
ENSG00000137101	CD72	971.0	ENSP00000259633	194400at40674
ENSG00000125510	OPRL1	4987.0	ENSP00000336764	141061at40674
ENSG00000104883	PEX11G	92960.0	ENSP00000221480	177419at40674
ENSG00000008853	RHOBTB2	23221.0	ENSP00000429141	50359at40674
ENSG00000165168	CYBB	1536.0	ENSP00000367851	68698at40674
ENSG00000156858	PRR14	78994.0	ENSP00000300835	128643at40674
ENSG00000198723	SAXO5	374877.0	ENSP00000355241	133557at40674
ENSG00000167721	TSR1	55720.0	ENSP00000301364	46093at40674
ENSG00000188739	RBM34	23029.0	ENSP00000386226	140156at40674
ENSG00000125375	DMAC2L	27109.0	ENSP00000308334	175460at40674
ENSG00000123485	HJURP	55355.0	ENSP00000414109	79153at40674
ENSG00000088298	EDEM2	111089941.0	ENSP00000363616	67823at40674
ENSG00000188981	MSANTD1	345222.0	ENSP00000423547	174488at40674
ENSG00000211448	DIO2	1734.0	ENSP00000405854	146112at40674
ENSG00000170807	LMOD2	442721.0	ENSP00000411932	124296at40674
ENSG00000101019	UQCC1	55245.0	ENSP00000363506	143212at40674
ENSG00000055950	MRPL43	84545.0	ENSP00000315948	196450at40674
ENSG00000008283	CYB561	1534.0	ENSP00000354028	175379at40674
ENSG00000130150	MOSPD2	158747.0	ENSP00000369860	94599at40674
ENSG00000144481	TRPM8	79054.0	ENSP00000323926	18764at40674
ENSG00000106302	HYAL4	23553.0	ENSP00000223026	95079at40674
ENSG00000106333	PCOLCE	5118.0	ENSP00000223061	102814at40674
ENSG00000173085	COQ2	27235.0	ENSP00000495761	140136at40674
ENSG00000164187	LMBRD2	92255.0	ENSP00000296603	54242at40674
ENSG00000166912	MTMR10	54893.0	ENSP00000402537	40658at40674
ENSG00000106330	MOSPD3	64598.0	ENSP00000223054	187364at40674
ENSG00000005844	ITGAL	3683.0	ENSP00000349252	20425at40674
ENSG00000111775	COX6A1	1337.0	ENSP00000229379	206899at40674
ENSG00000111780			ENSP00000450281	195000at40674
ENSG00000173083	HPSE	10855.0	ENSP00000308107	83823at40674
ENSG00000152620	NADK2	133686.0	ENSP00000371362	98015at40674
ENSG00000100526	CDKN3	1033.0	ENSP00000335357	183404at40674
ENSG00000106327	TFR2	7036.0	ENSP00000223051	39264at40674
ENSG00000165272	AQP3	360.0	ENSP00000297991	136195at40674
ENSG00000102053	ZC3H12B	340554.0	ENSP00000340839	31969at40674
ENSG00000110871	COQ5	84274.0	ENSP00000288532	134647at40674
ENSG00000116703	PDC	5132.0	ENSP00000375855	166416at40674
ENSG00000243978	RTL9	57529.0	ENSP00000419786	35692at40674
ENSG00000167272	POP5	51367.0	ENSP00000350098	190593at40674
ENSG00000152102	FAM168B	130074.0	ENSP00000374565	188938at40674
ENSG00000101940	WDR13	64743.0	ENSP00000218056	83335at40674
ENSG00000139537	CCDC65	85478.0	ENSP00000312706	107087at40674
ENSG00000147457	CHMP7	91782.0	ENSP00000324491	116170at40674
ENSG00000101323	HAO1	54363.0	ENSP00000368066	117748at40674
ENSG00000125827	TMX4	56255.0	ENSP00000246024	163697at40674
ENSG00000090432	MUL1	79594.0	ENSP00000264198	126534at40674
ENSG00000008869	HEATR5B	54497.0	ENSP00000233099	4200at40674
ENSG00000165806	CASP7	840.0	ENSP00000298701	146870at40674
ENSG00000183114	FAM43B	163933.0	ENSP00000331397	145058at40674
ENSG00000158825	CDA	978.0	ENSP00000364212	199005at40674
ENSG00000132297	HHLA1	10086.0	ENSP00000388322	126643at40674
ENSG00000232434	AJM1	389813.0	ENSP00000412388	44833at40674
ENSG00000134371	CDC73	79577.0	ENSP00000356405	75229at40674
ENSG00000157657	ZNF618	114991.0	ENSP00000363241	30283at40674
ENSG00000178772	CPN2	1370.0	ENSP00000319464	90647at40674
ENSG00000179958	DCTPP1	79077.0	ENSP00000322524	202561at40674
ENSG00000181418	DDN	23109.0	ENSP00000390590	106785at40674
ENSG00000041802	LSG1	55341.0	ENSP00000265245	66605at40674
ENSG00000162630	B3GALT2	8707.0	ENSP00000356404	100380at40674
ENSG00000160973	FOXH1	8928.0	ENSP00000366534	123689at40674
ENSG00000163312	HELQ	113510.0	ENSP00000295488	33633at40674
ENSG00000162222	TTC9C	283237.0	ENSP00000325266	191546at40674
ENSG00000160972	PPP1R16A	84988.0	ENSP00000292539	104496at40674
ENSG00000066557	LRRC40	55631.0	ENSP00000359990	69328at40674
ENSG00000115816	CEBPZ	10153.0	ENSP00000234170	29173at40674
ENSG00000185112	FAM43A	131583.0	ENSP00000371397	126282at40674
ENSG00000185670	ZBTB3	79842.0	ENSP00000378286	98039at40674
ENSG00000198924	DCLRE1A	9937.0	ENSP00000355185	48286at40674
ENSG00000134107	BHLHE40	8553.0	ENSP00000256495	110650at40674
ENSG00000166152	C16orf78	123970.0	ENSP00000299191	189283at40674
ENSG00000100852	ARHGAP5	394.0	ENSP00000371897	8835at40674
ENSG00000168002	POLR2G	5436.0	ENSP00000301788	184275at40674
ENSG00000118454	ANKRD13C	81573.0	ENSP00000359982	79002at40674
ENSG00000102935	ZNF423	23090.0	ENSP00000457664	12781at40674
ENSG00000003509	NDUFAF7	55471.0	ENSP00000002125	105676at40674
ENSG00000148735	PLEKHS1	79949.0	ENSP00000511629	110389at40674
ENSG00000162227	TAF6L	10629.0	ENSP00000294168	65895at40674
ENSG00000165795	NDRG2	57447.0	ENSP00000380945	128779at40674
ENSG00000148204	CRB2	286204.0	ENSP00000362734	33554at40674
ENSG00000007968	E2F2	1870.0	ENSP00000355249	133417at40674
ENSG00000134109	EDEM1	9695.0	ENSP00000256497	54500at40674
ENSG00000168569	TMEM223	79064.0	ENSP00000303987	188930at40674
ENSG00000111652	COPS7A	50813.0	ENSP00000439547	163983at40674
ENSG00000185475	TMEM179B	374395.0	ENSP00000333697	193627at40674
ENSG00000095627	TDRD1	56165.0	ENSP00000511878	17967at40674
ENSG00000057757	PITHD1	57095.0	ENSP00000246151	172538at40674
ENSG00000109511	ANXA10	11199.0	ENSP00000352248	135521at40674
ENSG00000180376	CCDC66	285331.0	ENSP00000378167	84029at40674
ENSG00000115825	PRKD3	23683.0	ENSP00000234179	26060at40674
ENSG00000167700	MFSD3	113655.0	ENSP00000301327	191586at40674
ENSG00000107816	LZTS2	84445.0	ENSP00000359240	166019at40674
ENSG00000160957	RECQL4	9401.0	ENSP00000482313	40114at40674
ENSG00000153291	SLC25A27	9481.0	ENSP00000360398	129780at40674
ENSG00000180113	TDRD6	221400.0	ENSP00000346065	4881at40674
ENSG00000146070	PLA2G7	7941.0	ENSP00000274793	118139at40674
ENSG00000117308	GALE	2582.0	ENSP00000363621	116835at40674
ENSG00000115828	QPCT	25797.0	ENSP00000344829	124537at40674
ENSG00000136490	LIMD2	80774.0	ENSP00000259006	201744at40674
ENSG00000069122	ADGRF5	221395.0	ENSP00000265417	17040at40674
ENSG00000128052	KDR	3791.0	ENSP00000263923	12213at40674
ENSG00000166793	YPEL4	219539.0	ENSP00000300022	195395at40674
ENSG00000269335	IKBKG	8517.0	ENSP00000484023	113413at40674
ENSG00000163171	CDC42EP3	10602.0	ENSP00000295324	184579at40674
ENSG00000108424	KPNB1	3837.0	ENSP00000290158	30084at40674
ENSG00000121274	TENT4B	64282.0	ENSP00000396995	67516at40674
ENSG00000204356	NELFE	7936.0	ENSP00000364578	160756at40674
ENSG00000169252	ADRB2	154.0	ENSP00000305372	123191at40674
ENSG00000196411	EPHB4	2050.0	ENSP00000350896	27834at40674
ENSG00000134461	ANKRD16	54522.0	ENSP00000369434	128791at40674
ENSG00000158716	DUSP23	54935.0	ENSP00000357087	195738at40674
ENSG00000140575	IQGAP1	8826.0	ENSP00000268182	8172at40674
ENSG00000089177	KIF16B	55614.0	ENSP00000347076	27241at40674
ENSG00000134452	FBH1	84893.0	ENSP00000355415	23851at40674
ENSG00000140931	CMTM3	123920.0	ENSP00000354579	190461at40674
ENSG00000089692	LAG3	3902.0	ENSP00000203629	134955at40674
ENSG00000131437	KIF3A	11127.0	ENSP00000385808	61098at40674
ENSG00000158714	SLAMF8	56833.0	ENSP00000289707	175922at40674
ENSG00000243284	VSIG8	391123.0	ENSP00000357080	146273at40674
ENSG00000187068	C3orf70	285382.0	ENSP00000334974	164284at40674
ENSG00000146828	SLC12A9	56996.0	ENSP00000275730	39651at40674
ENSG00000213085	CFAP45	25790.0	ENSP00000357079	116920at40674
ENSG00000156931	VPS8	23355.0	ENSP00000487164	10595at40674
ENSG00000073861	TBX21	30009.0	ENSP00000177694	71617at40674
ENSG00000159111	MRPL10	124995.0	ENSP00000290208	168693at40674
ENSG00000141294	LRRC46	90506.0	ENSP00000269025	178941at40674
ENSG00000141295	SCRN2	90507.0	ENSP00000383935	95263at40674
ENSG00000183723	CMTM4	146223.0	ENSP00000456380	188782at40674
ENSG00000119397	CNTRL	11064.0	ENSP00000362962	11304at40674
ENSG00000087077	TRIP6	7205.0	ENSP00000200457	97365at40674
ENSG00000110811	P3H3	10536.0	ENSP00000478600	76504at40674
ENSG00000155508	CNOT8	9337.0	ENSP00000285896	136194at40674
ENSG00000188603	CLN3	1201.0	ENSP00000353073	129917at40674
ENSG00000147677	EIF3H	8667.0	ENSP00000429931	148752at40674
ENSG00000005448	WDR54	84058.0	ENSP00000006526	125800at40674
ENSG00000261371	PECAM1	5175.0	ENSP00000457421	55813at40674
ENSG00000166145	SPINT1	6692.0	ENSP00000457076	96153at40674
ENSG00000196455	PIK3R4	30849.0	ENSP00000349205	10381at40674
ENSG00000087087	SRRT	51593.0	ENSP00000483556	64420at40674
ENSG00000177888	ZBTB41	360023.0	ENSP00000356375	28602at40674
ENSG00000187955	COL14A1	7373.0	ENSP00000297848	8315at40674
ENSG00000115274	INO80B	83444.0	ENSP00000233331	167599at40674
ENSG00000111664	GNB3	2784.0	ENSP00000229264	114597at40674
ENSG00000256525	POLG2	11232.0	ENSP00000442563	102005at40674
ENSG00000143590	EFNA3	1944.0	ENSP00000357393	158925at40674
ENSG00000169242	EFNA1	1942.0	ENSP00000357392	176850at40674
ENSG00000147168	IL2RG	3561.0	ENSP00000363318	164945at40674
ENSG00000153012	LGI2	55203.0	ENSP00000371548	84686at40674
ENSG00000239779	WBP1	23559.0	ENSP00000233615	205200at40674
ENSG00000107331	ABCA2	20.0	ENSP00000344155	2655at40674
ENSG00000169241	SLC50A1	55974.0	ENSP00000357389	181908at40674
ENSG00000038210	PI4K2B	55300.0	ENSP00000264864	110568at40674
ENSG00000113946	CLDN16	10686.0	ENSP00000264734	166753at40674
ENSG00000109618	SEPSECS	51091.0	ENSP00000371535	79345at40674
ENSG00000187726	DNAJB13	374407.0	ENSP00000344431	118039at40674
ENSG00000010626	LRRC23	10233.0	ENSP00000007969	158627at40674
ENSG00000135637	CCDC142	84865.0	ENSP00000377537	116164at40674
ENSG00000123154	WDR83	84292.0	ENSP00000402653	130724at40674
ENSG00000017260	ATP2C1	27032.0	ENSP00000395809	28849at40674
ENSG00000078814	MYH7B	57644.0	ENSP00000262873	9023at40674
ENSG00000108654	DDX5	1655.0	ENSP00000225792	63590at40674
ENSG00000169231	THBS3	7059.0	ENSP00000357362	24422at40674
ENSG00000115289	PCGF1	84759.0	ENSP00000233630	155299at40674
ENSG00000179387	ELMOD2	255520.0	ENSP00000326342	142723at40674
ENSG00000123144	TRIR	79002.0	ENSP00000242784	209430at40674
ENSG00000129295	DNAAF11	23639.0	ENSP00000429791	106331at40674
ENSG00000198356	GET3	439.0	ENSP00000349887	120973at40674
ENSG00000102225	CDK16	5127.0	ENSP00000349762	90541at40674
ENSG00000039987	BEST2	54831.0	ENSP00000042931	105104at40674
ENSG00000184716	SERINC4	619189.0	ENSP00000319796	85201at40674
ENSG00000151704	KCNJ1	3758.0	ENSP00000316233	113464at40674
ENSG00000146830	GIGYF1	64599.0	ENSP00000275732	59497at40674
ENSG00000144045	DQX1	165545.0	ENSP00000377523	58665at40674
ENSG00000121895	TMEM156	80008.0	ENSP00000371364	184246at40674
ENSG00000101294	HM13	81502.0	ENSP00000381237	105201at40674
ENSG00000175482	POLD4	57804.0	ENSP00000311368	197718at40674
ENSG00000104497	SNX16	64089.0	ENSP00000322652	141921at40674
ENSG00000177853	ZNF518A	9849.0	ENSP00000479684	15245at40674
ENSG00000115307	AUP1	550.0	ENSP00000366748	146514at40674
ENSG00000095585	BLNK	29760.0	ENSP00000360218	129926at40674
ENSG00000175505	CLCF1	23529.0	ENSP00000309338	163668at40674
ENSG00000111676	ATN1	1822.0	ENSP00000349076	68691at40674
ENSG00000147439	BIN3	55909.0	ENSP00000276416	161220at40674
ENSG00000109534	GAR1	54433.0	ENSP00000226796	204989at40674
ENSG00000164535	DAGLB	221955.0	ENSP00000297056	68731at40674
ENSG00000095066	HOOK2	29911.0	ENSP00000264827	69333at40674
ENSG00000177628	GBA1	2629.0	ENSP00000314508	85092at40674
ENSG00000138363	ATIC	471.0	ENSP00000415935	64378at40674
ENSG00000180245	RRH	10692.0	ENSP00000314992	127736at40674
ENSG00000183423	LRIT3	345193.0	ENSP00000469759	70798at40674
ENSG00000111679	PTPN6	5777.0	ENSP00000326010	63691at40674
ENSG00000230778	ANKRD63	100131244.0	ENSP00000399547	152089at40674
ENSG00000103653	CSK	1445.0	ENSP00000220003	83765at40674
ENSG00000185359	HGS	9146.0	ENSP00000503138	66230at40674
ENSG00000175463	TBC1D10C	374403.0	ENSP00000443654	121640at40674
ENSG00000138823	MTTP	4547.0	ENSP00000265517	37226at40674
ENSG00000107036	RIC1	57589.0	ENSP00000416696	11538at40674
ENSG00000102226	USP11	8237.0	ENSP00000366311	40345at40674
ENSG00000151611	MMAA	105377467.0	ENSP00000442284	103451at40674
ENSG00000161714	PLCD3	113026.0	ENSP00000479636	55370at40674
ENSG00000183208	GDPGP1	390637.0	ENSP00000368405	120330at40674
ENSG00000152253	SPC25	57405.0	ENSP00000282074	183262at40674
ENSG00000071889	FAM3A	60343.0	ENSP00000377202	168655at40674
ENSG00000073734	ABCB11	8647.0	ENSP00000497931	15625at40674
ENSG00000137460	FHDC1	85462.0	ENSP00000427567	49757at40674
ENSG00000151881	TMEM267	64417.0	ENSP00000380270	180698at40674
ENSG00000129187	DCTD	1635.0	ENSP00000422662	182369at40674
ENSG00000120215	MLANA	2315.0	ENSP00000370880	206549at40674
ENSG00000173517	PEAK1	79834.0	ENSP00000309230	7606at40674
ENSG00000081479	LRP2	4036.0	ENSP00000496870	514at40674
ENSG00000082074	FYB1	2533.0	ENSP00000425845	81548at40674
ENSG00000099219	ERMP1	79956.0	ENSP00000340427	35009at40674
ENSG00000204842	ATXN2	6311.0	ENSP00000446576	36899at40674
ENSG00000047346	ATOSA	56204.0	ENSP00000261844	34090at40674
ENSG00000174059	CD34	947.0	ENSP00000310036	134926at40674
ENSG00000137473	TTC29	83894.0	ENSP00000425778	119659at40674
ENSG00000142657	PGD	5226.0	ENSP00000270776	81945at40674
ENSG00000165312	OTUD1	220213.0	ENSP00000365678	148318at40674
ENSG00000162236	STX5	6811.0	ENSP00000367129	138262at40674
ENSG00000175279	CENPS	378708.0	ENSP00000308583	199660at40674
ENSG00000164172	MOCS2	4338.0	ENSP00000380157	193177at40674
ENSG00000122188	LAX1	54900.0	ENSP00000406970	155659at40674
ENSG00000102312	PORCN	64840.0	ENSP00000322304	99882at40674
ENSG00000152583	SPARCL1	8404.0	ENSP00000282470	83081at40674
ENSG00000137070	IL11RA	3590.0	ENSP00000326500	121629at40674
ENSG00000183918	SH2D1A	4068.0	ENSP00000353126	198159at40674
ENSG00000141750	STAC2	342667.0	ENSP00000327509	128950at40674
ENSG00000170396	ZNF804A	91752.0	ENSP00000303252	30994at40674
ENSG00000160949	TONSL	4796.0	ENSP00000386239	20396at40674
ENSG00000119321	FKBP15	23307.0	ENSP00000238256	36733at40674
ENSG00000170190	SLC16A5	9121.0	ENSP00000463363	86510at40674
ENSG00000131435	PDLIM4	8572.0	ENSP00000253754	134018at40674
ENSG00000158156	XKR8	55113.0	ENSP00000362991	125174at40674
ENSG00000132300	PTCD3	55037.0	ENSP00000254630	85503at40674
ENSG00000101916	TLR8	51311.0	ENSP00000218032	42081at40674
ENSG00000143633	C1orf131	128061.0	ENSP00000355611	188218at40674
ENSG00000135297	MTO1	25821.0	ENSP00000419561	59268at40674
ENSG00000241852	C8orf58	541565.0	ENSP00000289989	177634at40674
ENSG00000125449	ARMC7	79637.0	ENSP00000245543	178644at40674
ENSG00000109771	LRP2BP	55805.0	ENSP00000424610	141492at40674
ENSG00000182934	SRPRA	6734.0	ENSP00000328023	66057at40674
ENSG00000272899	SPMIP1	100130705.0	ENSP00000490280	195476at40674
ENSG00000158457	TSPAN33	340348.0	ENSP00000483872	153825at40674
ENSG00000082213	C5orf22	55322.0	ENSP00000326879	114031at40674
ENSG00000132773	TOE1	114034.0	ENSP00000361162	129938at40674
ENSG00000128602	SMO	6608.0	ENSP00000249373	41677at40674
ENSG00000171503	ETFDH	2110.0	ENSP00000426638	57012at40674
ENSG00000123815	COQ8B	79934.0	ENSP00000315118	83712at40674
ENSG00000072682	P4HA2	8974.0	ENSP00000166534	68992at40674
ENSG00000132313	MRPL35	51318.0	ENSP00000338389	192864at40674
ENSG00000110063	DCPS	28960.0	ENSP00000263579	137372at40674
ENSG00000214575	CPEB1	64506.0	ENSP00000477557	83886at40674
ENSG00000101966	XIAP	331.0	ENSP00000347858	76517at40674
ENSG00000132763	MMACHC	25974.0	ENSP00000383840	151317at40674
ENSG00000115548	KDM3A	55818.0	ENSP00000323659	15005at40674
ENSG00000178966	RMI1	80010.0	ENSP00000317039	80748at40674
ENSG00000110080	ST3GAL4	6484.0	ENSP00000434668	118133at40674
ENSG00000130313	PGLS	25796.0	ENSP00000252603	174674at40674
ENSG00000170419	VSTM2A	222008.0	ENSP00000384103	172315at40674
ENSG00000147044	CASK	8573.0	ENSP00000495357	24532at40674
ENSG00000142444	TIMM29	90580.0	ENSP00000270502	185562at40674
ENSG00000125450	NUP85	79902.0	ENSP00000245544	52975at40674
ENSG00000148498	PARD3	56288.0	ENSP00000363920	18184at40674
ENSG00000113360	DROSHA	29102.0	ENSP00000339845	17237at40674
ENSG00000229474	PATL2	197135.0	ENSP00000416673	109927at40674
ENSG00000165271	NOL6	65083.0	ENSP00000297990	21371at40674
ENSG00000171497	PPID	5481.0	ENSP00000303754	122268at40674
ENSG00000029559	IBSP	3381.0	ENSP00000226284	210474at40674
ENSG00000133019	CHRM3	1131.0	ENSP00000255380	87193at40674
ENSG00000118762	PKD2	5311.0	ENSP00000237596	46958at40674
ENSG00000130713	EXOSC2	23404.0	ENSP00000361433	142012at40674
ENSG00000126259	KIRREL2	84063.0	ENSP00000353331	58509at40674
ENSG00000164754	RAD21	5885.0	ENSP00000297338	69492at40674
ENSG00000125447	GGA3	23163.0	ENSP00000438085	73631at40674
ENSG00000274443	C8orf89	100130301.0	ENSP00000485524	194175at40674
ENSG00000162639	HENMT1	113802.0	ENSP00000359049	121602at40674
ENSG00000165684	SNAPC4	6621.0	ENSP00000298532	22385at40674
ENSG00000119508	NR4A3	8013.0	ENSP00000378531	109565at40674
ENSG00000134186	PRPF38B	55119.0	ENSP00000359042	182663at40674
ENSG00000138772	ANXA3	306.0	ENSP00000264908	124157at40674
ENSG00000105290	APLP1	333.0	ENSP00000441501	76615at40674
ENSG00000136874	STX17	55014.0	ENSP00000259400	173093at40674
ENSG00000143107	FNDC7	163479.0	ENSP00000359034	44913at40674
ENSG00000166938	DIS3L	115752.0	ENSP00000321711	20039at40674
ENSG00000116266	STXBP3	6814.0	ENSP00000359025	57187at40674
ENSG00000168427	KLHL30	377007.0	ENSP00000386389	68688at40674
ENSG00000132323	ILKAP	80895.0	ENSP00000254654	117190at40674
ENSG00000136861	CDK5RAP2	55755.0	ENSP00000343818	7437at40674
ENSG00000125445	MRPS7	51081.0	ENSP00000245539	175368at40674
ENSG00000138759	FRAS1	80144.0	ENSP00000422834	805at40674
ENSG00000075131	TIPIN	54962.0	ENSP00000261881	174337at40674
ENSG00000132676	DAP3	7818.0	ENSP00000445003	105027at40674
ENSG00000125454	SLC25A19	60386.0	ENSP00000319574	150722at40674
ENSG00000172568	FNDC9	408263.0	ENSP00000310594	188193at40674
ENSG00000168016	TRANK1	9881.0	ENSP00000494480	2383at40674
ENSG00000172548	NIPAL4	348938.0	ENSP00000311687	143926at40674
ENSG00000133800	LYVE1	10894.0	ENSP00000256178	151817at40674
ENSG00000113161	HMGCR	3156.0	ENSP00000287936	30665at40674
ENSG00000011600	TYROBP	7305.0	ENSP00000402371	212288at40674
ENSG00000172340	SUCLG2	8801.0	ENSP00000419325	111778at40674
ENSG00000198730	CTR9	9646.0	ENSP00000355013	27987at40674
ENSG00000151917	BEND6	221336.0	ENSP00000359782	161058at40674
ENSG00000187091	PLCD1	5333.0	ENSP00000430344	45168at40674
ENSG00000155016	CYP2U1	113612.0	ENSP00000333212	89317at40674
ENSG00000171136	RLN3	117579.0	ENSP00000397415	205927at40674
ENSG00000104998	IL27RA	9466.0	ENSP00000263379	94521at40674
ENSG00000138821	SLC39A8	64116.0	ENSP00000349174	114403at40674
ENSG00000204104	TRAF3IP1	26146.0	ENSP00000362424	103406at40674
ENSG00000188032	C19orf67	646457.0	ENSP00000449137	133824at40674
ENSG00000132718	SYT11	23208.0	ENSP00000357307	108411at40674
ENSG00000105011	ASF1B	55723.0	ENSP00000263382	178652at40674
ENSG00000174444	RPL4	6124.0	ENSP00000311430	124252at40674
ENSG00000132680	KHDC4	22889.0	ENSP00000357304	91011at40674
ENSG00000149743	TRPT1	83707.0	ENSP00000314073	161253at40674
ENSG00000186340	THBS2	7058.0	ENSP00000355751	16413at40674
ENSG00000114850	SSR3	6747.0	ENSP00000417306	190808at40674
ENSG00000156973	PDE6D	5147.0	ENSP00000287600	191851at40674
ENSG00000105669	COPE	11316.0	ENSP00000262812	147090at40674
ENSG00000163273	NPPC	4880.0	ENSP00000295440	210350at40674
ENSG00000034533	ASTE1	28990.0	ENSP00000264992	97162at40674
ENSG00000163479	SSR2	6746.0	ENSP00000295702	196623at40674
ENSG00000002330	BAD	572.0	ENSP00000309103	210916at40674
ENSG00000163636	PSMD6	9861.0	ENSP00000295901	111082at40674
ENSG00000050767	COL23A1	91522.0	ENSP00000375069	174134at40674
ENSG00000173153	ESRRA	2101.0	ENSP00000503245	139664at40674
ENSG00000174442	ZWILCH	55055.0	ENSP00000311429	92172at40674
ENSG00000114805	PLCH1	23007.0	ENSP00000345988	11055at40674
ENSG00000132382	MYBBP1A	10514.0	ENSP00000254718	19641at40674
ENSG00000176783	RUFY1	80230.0	ENSP00000325594	87577at40674
ENSG00000124701	APOBEC2	10930.0	ENSP00000244669	176550at40674
ENSG00000109861	CTSC	1075.0	ENSP00000503580	109462at40674
ENSG00000132698	RAB25	57111.0	ENSP00000354376	172327at40674
ENSG00000078237	TIGAR	57103.0	ENSP00000179259	171358at40674
ENSG00000118972	FGF23	8074.0	ENSP00000237837	181569at40674
ENSG00000112739	PRPF4B	8899.0	ENSP00000337194	54837at40674
ENSG00000167741	GGT6	124975.0	ENSP00000370962	155821at40674
ENSG00000198952	SMG5	23381.0	ENSP00000355261	29195at40674
ENSG00000184545	DUSP8	1850.0	ENSP00000329539	95860at40674
ENSG00000205323	SARNP	84324.0	ENSP00000337632	195221at40674
ENSG00000119946	CNNM1	26507.0	ENSP00000349147	35498at40674
ENSG00000171551	ECEL1	9427.0	ENSP00000302051	39324at40674
ENSG00000018408	WWTR1	25937.0	ENSP00000353847	133140at40674
ENSG00000145975	FAM217A	222826.0	ENSP00000274673	108734at40674
ENSG00000163472	TMEM79	84283.0	ENSP00000295694	136612at40674
ENSG00000117984	CTSD	1509.0	ENSP00000236671	114007at40674
ENSG00000169129	AFAP1L2	84632.0	ENSP00000358276	47263at40674
ENSG00000144749	LRIG1	26018.0	ENSP00000273261	26047at40674
ENSG00000198721	ECI2	10455.0	ENSP00000354737	118457at40674
ENSG00000141456	PELP1	27043.0	ENSP00000460300	71442at40674
ENSG00000237412	PRSS56	646960.0	ENSP00000479745	72067at40674
ENSG00000197150	ABCB8	11194.0	ENSP00000351717	67371at40674
ENSG00000135902	CHRND	1144.0	ENSP00000258385	88740at40674
ENSG00000123240	OPTN	10133.0	ENSP00000263036	89754at40674
ENSG00000196811	CHRNG	1146.0	ENSP00000498757	89718at40674
ENSG00000130175	PRKCSH	5589.0	ENSP00000465461	103940at40674
ENSG00000166780	BMERB1	127898555.0	ENSP00000300006	187987at40674
ENSG00000174963	ZIC4	84107.0	ENSP00000397695	122239at40674
ENSG00000174547	MRPL11	65003.0	ENSP00000308897	193606at40674
ENSG00000143952	VPS54	51542.0	ENSP00000272322	24451at40674
ENSG00000188467	SLC24A5	283652.0	ENSP00000341550	113220at40674
ENSG00000174483	BBS1	582.0	ENSP00000317469	75993at40674
ENSG00000026297	RNASET2	8635.0	ENSP00000426059	169494at40674
ENSG00000090534	THPO	7066.0	ENSP00000494504	141075at40674
ENSG00000233932	CTXN2	399697.0	ENSP00000406145	213483at40674
ENSG00000065328	MCM10	55388.0	ENSP00000367986	57389at40674
ENSG00000141933	TPGS1	91978.0	ENSP00000352265	161645at40674
ENSG00000169251	NMD3	51068.0	ENSP00000307525	76441at40674
ENSG00000254726	MEX3A	92312.0	ENSP00000432845	118009at40674
ENSG00000161920	MED11	400569.0	ENSP00000293777	202190at40674
ENSG00000162366	PDZK1IP1	10158.0	ENSP00000294338	211745at40674
ENSG00000176490	DIRAS1	148252.0	ENSP00000325836	183042at40674
ENSG00000141497	ZMYND15	84225.0	ENSP00000391742	58975at40674
ENSG00000141873	SLC39A3	29985.0	ENSP00000269740	167582at40674
ENSG00000181472	ZBTB2	57621.0	ENSP00000323183	78081at40674
ENSG00000162763	LRRC52	440699.0	ENSP00000294818	138170at40674
ENSG00000155906	RMND1	55005.0	ENSP00000412708	102475at40674
ENSG00000076770	MBNL3	55796.0	ENSP00000359890	146013at40674
ENSG00000104969	SGTA	6449.0	ENSP00000221566	141190at40674
ENSG00000165623	UCMA	221044.0	ENSP00000367952	211037at40674
ENSG00000146476	ARMT1	79624.0	ENSP00000356263	97317at40674
ENSG00000182853	VMO1	284013.0	ENSP00000328397	182715at40674
ENSG00000120262	CCDC170	80129.0	ENSP00000239374	80401at40674
ENSG00000182327	GLTPD2	388323.0	ENSP00000328070	181966at40674
ENSG00000142507	PSMB6	5694.0	ENSP00000270586	178186at40674
ENSG00000173612	GPRC6A	222545.0	ENSP00000309493	46819at40674
ENSG00000174165	ZDHHC24	254359.0	ENSP00000309429	182770at40674
ENSG00000183621	ZNF438	220929.0	ENSP00000333571	54324at40674
ENSG00000185002	RFX6	222546.0	ENSP00000332208	32992at40674
ENSG00000243335	KCTD7	154881.0	ENSP00000492240	134320at40674
ENSG00000184574	LPAR5	57121.0	ENSP00000327875	148291at40674
ENSG00000138078	PREPL	9581.0	ENSP00000260648	54322at40674
ENSG00000111644	ACRBP	84519.0	ENSP00000229243	149216at40674
