ensembl	gene_name	entrez	protein	busco
ENSG00000165678	GHITM	27069.0	ENSP00000509708	279246at7742
ENSG00000255561	FDXACB1	91893.0	ENSP00000260257	135770at7742
ENSG00000049541	RFC2	5982.0	ENSP00000055077	268274at7742
ENSG00000157869	RAB28	9364.0	ENSP00000328551	339849at7742
ENSG00000076984	MAP2K7	5609.0	ENSP00000381068	205632at7742
ENSG00000166788	SAAL1	113174.0	ENSP00000432487	185277at7742
ENSG00000069275	NUCKS1	64710.0	ENSP00000356110	437044at7742
ENSG00000187783	TMEM72	643236.0	ENSP00000374234	343725at7742
ENSG00000103876	FAH	2184.0	ENSP00000385080	221575at7742
ENSG00000172731	LRRC20	55222.0	ENSP00000348043	381011at7742
ENSG00000030304	MUSK	4593.0	ENSP00000363571	51955at7742
ENSG00000097046	CDC7	8317.0	ENSP00000234626	257699at7742
ENSG00000138660	AP1AR	55435.0	ENSP00000274000	339693at7742
ENSG00000109736	MFSD10	10227.0	ENSP00000426907	288407at7742
ENSG00000185420	SMYD3	64754.0	ENSP00000487434	270024at7742
ENSG00000108963	DPH1	1801.0	ENSP00000501368	237959at7742
ENSG00000076321	KLHL20	27252.0	ENSP00000209884	102567at7742
ENSG00000087269	NOP14	8602.0	ENSP00000405068	160468at7742
ENSG00000132423	COQ3	51805.0	ENSP00000254759	288248at7742
ENSG00000013523	ANGEL1	23357.0	ENSP00000251089	107188at7742
ENSG00000151665	PIGF	5281.0	ENSP00000281382	383748at7742
ENSG00000007520	TSR3	115939.0	ENSP00000007390	384558at7742
ENSG00000102245	CD40LG	959.0	ENSP00000359663	347924at7742
ENSG00000043591	ADRB1	153.0	ENSP00000358301	224078at7742
ENSG00000165813	CCDC186	55088.0	ENSP00000358293	114626at7742
ENSG00000119878	CRIPT	9419.0	ENSP00000238892	415972at7742
ENSG00000164675	IQUB	154865.0	ENSP00000324882	100816at7742
ENSG00000256053	COA8	84334.0	ENSP00000386485	350839at7742
ENSG00000139329	LUM	4060.0	ENSP00000266718	305045at7742
ENSG00000147679	UTP23	84294.0	ENSP00000308332	376042at7742
ENSG00000011465	DCN	1634.0	ENSP00000052754	286498at7742
ENSG00000104883	PEX11G	92960.0	ENSP00000221480	382432at7742
ENSG00000167721	TSR1	55720.0	ENSP00000301364	95261at7742
ENSG00000188739	RBM34	23029.0	ENSP00000386226	374963at7742
ENSG00000125375	DMAC2L	27109.0	ENSP00000308334	363461at7742
ENSG00000088298	EDEM2	111089941.0	ENSP00000363615	164678at7742
ENSG00000112237	CCNC	892.0	ENSP00000358222	321845at7742
ENSG00000188981	MSANTD1	345222.0	ENSP00000423547	355312at7742
ENSG00000211448	DIO2	1734.0	ENSP00000405854	333504at7742
ENSG00000164182	NDUFAF2	91942.0	ENSP00000296597	392901at7742
ENSG00000055950	MRPL43	84545.0	ENSP00000315364	395775at7742
ENSG00000130150	MOSPD2	158747.0	ENSP00000369860	159334at7742
ENSG00000173085	COQ2	27235.0	ENSP00000427146	286081at7742
ENSG00000181544	FANCB	2187.0	ENSP00000512572	101457at7742
ENSG00000111780			ENSP00000450281	399531at7742
ENSG00000152620	NADK2	133686.0	ENSP00000371362	181384at7742
ENSG00000110871	COQ5	84274.0	ENSP00000288532	292028at7742
ENSG00000167272	POP5	51367.0	ENSP00000350098	400489at7742
ENSG00000101940	WDR13	64743.0	ENSP00000218056	199987at7742
ENSG00000147457	CHMP7	91782.0	ENSP00000380794	237266at7742
ENSG00000136522	MRPL47	57129.0	ENSP00000417602	388786at7742
ENSG00000077713	SLC25A43	203427.0	ENSP00000217909	339885at7742
ENSG00000134371	CDC73	79577.0	ENSP00000356405	166540at7742
ENSG00000157657	ZNF618	114991.0	ENSP00000363241	56414at7742
ENSG00000041802	LSG1	55341.0	ENSP00000265245	137061at7742
ENSG00000162630	B3GALT2	8707.0	ENSP00000356404	203819at7742
ENSG00000163312	HELQ	113510.0	ENSP00000295488	103690at7742
ENSG00000066557	LRRC40	55631.0	ENSP00000359990	142719at7742
ENSG00000115816	CEBPZ	10153.0	ENSP00000234170	85263at7742
ENSG00000198924	DCLRE1A	9937.0	ENSP00000355185	73313at7742
ENSG00000100852	ARHGAP5	394.0	ENSP00000452222	17900at7742
ENSG00000003509	NDUFAF7	55471.0	ENSP00000002125	281858at7742
ENSG00000134109	EDEM1	9695.0	ENSP00000256497	155361at7742
ENSG00000168569	TMEM223	79064.0	ENSP00000303987	386739at7742
ENSG00000095627	TDRD1	56165.0	ENSP00000358288	46538at7742
ENSG00000057757	PITHD1	57095.0	ENSP00000246151	384977at7742
ENSG00000180376	CCDC66	285331.0	ENSP00000401451	286974at7742
ENSG00000160957	RECQL4	9401.0	ENSP00000482313	80808at7742
ENSG00000117308	GALE	2582.0	ENSP00000483375	238721at7742
ENSG00000136490	LIMD2	80774.0	ENSP00000259006	409833at7742
ENSG00000163171	CDC42EP3	10602.0	ENSP00000480549	370914at7742
ENSG00000121274	TENT4B	64282.0	ENSP00000396995	218524at7742
ENSG00000134461	ANKRD16	54522.0	ENSP00000369436	299948at7742
ENSG00000171940	ZNF217	7764.0	ENSP00000360526	232468at7742
ENSG00000140931	CMTM3	123920.0	ENSP00000400482	418345at7742
ENSG00000131437	KIF3A	11127.0	ENSP00000368020	123936at7742
ENSG00000159111	MRPL10	124995.0	ENSP00000324100	417968at7742
ENSG00000147677	EIF3H	8667.0	ENSP00000429931	307554at7742
ENSG00000005448	WDR54	84058.0	ENSP00000006526	260062at7742
ENSG00000104774	MAN2B1	4125.0	ENSP00000395473	65671at7742
ENSG00000196455	PIK3R4	30849.0	ENSP00000349205	20356at7742
ENSG00000177888	ZBTB41	360023.0	ENSP00000356375	57538at7742
ENSG00000115274	INO80B	83444.0	ENSP00000233331	339768at7742
ENSG00000256525	POLG2	11232.0	ENSP00000442563	206370at7742
ENSG00000128039	SRD5A3	79644.0	ENSP00000264228	351522at7742
ENSG00000109618	SEPSECS	51091.0	ENSP00000371535	161775at7742
ENSG00000187726	DNAJB13	374407.0	ENSP00000344431	275050at7742
ENSG00000204822	MRPL53	116540.0	ENSP00000258105	415549at7742
ENSG00000010626	LRRC23	10233.0	ENSP00000007969	366454at7742
ENSG00000130826	DKC1	1736.0	ENSP00000512730	216380at7742
ENSG00000132004	FBXW9	84261.0	ENSP00000376945	211831at7742
ENSG00000129295	DNAAF11	23639.0	ENSP00000484634	205318at7742
ENSG00000115307	AUP1	550.0	ENSP00000403430	240403at7742
ENSG00000147439	BIN3	55909.0	ENSP00000276416	344798at7742
ENSG00000109534	GAR1	54433.0	ENSP00000378127	422259at7742
ENSG00000164535	DAGLB	221955.0	ENSP00000297056	156795at7742
ENSG00000138363	ATIC	471.0	ENSP00000236959	124028at7742
ENSG00000180245	RRH	10692.0	ENSP00000314992	261523at7742
ENSG00000185359	HGS	9146.0	ENSP00000503695	141686at7742
ENSG00000138823	MTTP	4547.0	ENSP00000400821	62345at7742
ENSG00000151611	MMAA	105377467.0	ENSP00000497680	210234at7742
ENSG00000183208	GDPGP1	390637.0	ENSP00000452793	249629at7742
ENSG00000151881	TMEM267	64417.0	ENSP00000426067	368989at7742
ENSG00000120215	MLANA	2315.0	ENSP00000370886	436864at7742
ENSG00000173517	PEAK1	79834.0	ENSP00000452796	26808at7742
ENSG00000099219	ERMP1	79956.0	ENSP00000510190	111583at7742
ENSG00000204842	ATXN2	6311.0	ENSP00000496055	121375at7742
ENSG00000142657	PGD	5226.0	ENSP00000270776	161769at7742
ENSG00000165312	OTUD1	220213.0	ENSP00000365678	301301at7742
ENSG00000251503	CENPS-CORT	100526739.0	ENSP00000473509	409455at7742
ENSG00000160049	DFFA	1676.0	ENSP00000366237	311134at7742
ENSG00000164172	MOCS2	4338.0	ENSP00000380157	395764at7742
ENSG00000131435	PDLIM4	8572.0	ENSP00000253754	290543at7742
ENSG00000132300	PTCD3	55037.0	ENSP00000254630	115070at7742
ENSG00000143633	C1orf131	128061.0	ENSP00000355611	426882at7742
ENSG00000135297	MTO1	25821.0	ENSP00000402038	119371at7742
ENSG00000125449	ARMC7	79637.0	ENSP00000245543	365811at7742
ENSG00000182934	SRPRA	6734.0	ENSP00000328023	170526at7742
ENSG00000082213	C5orf22	55322.0	ENSP00000326879	196730at7742
ENSG00000288208			ENSP00000499896	181591at7742
ENSG00000132773	TOE1	114034.0	ENSP00000361162	204261at7742
ENSG00000128602	SMO	6608.0	ENSP00000249373	72241at7742
ENSG00000171503	ETFDH	2110.0	ENSP00000507546	117499at7742
ENSG00000132313	MRPL35	51318.0	ENSP00000338389	412708at7742
ENSG00000110063	DCPS	28960.0	ENSP00000263579	257782at7742
ENSG00000132763	MMACHC	25974.0	ENSP00000383840	359273at7742
ENSG00000178966	RMI1	80010.0	ENSP00000317039	295275at7742
ENSG00000125450	NUP85	79902.0	ENSP00000245544	113535at7742
ENSG00000113360	DROSHA	29102.0	ENSP00000339845	47172at7742
ENSG00000229474	PATL2	197135.0	ENSP00000416673	130943at7742
ENSG00000165271	NOL6	65083.0	ENSP00000297990	35271at7742
ENSG00000133019	CHRM3	1131.0	ENSP00000502667	130337at7742
ENSG00000118762	PKD2	5311.0	ENSP00000237596	100623at7742
ENSG00000130713	EXOSC2	23404.0	ENSP00000418463	313364at7742
ENSG00000162639	HENMT1	113802.0	ENSP00000385655	349261at7742
ENSG00000165684	SNAPC4	6621.0	ENSP00000510559	44744at7742
ENSG00000136874	STX17	55014.0	ENSP00000259400	363317at7742
ENSG00000116266	STXBP3	6814.0	ENSP00000359025	115171at7742
ENSG00000132323	ILKAP	80895.0	ENSP00000254654	277134at7742
ENSG00000125445	MRPS7	51081.0	ENSP00000245539	369435at7742
ENSG00000075131	TIPIN	54962.0	ENSP00000261881	381534at7742
ENSG00000132676	DAP3	7818.0	ENSP00000476592	202578at7742
ENSG00000125454	SLC25A19	60386.0	ENSP00000397818	279997at7742
ENSG00000198730	CTR9	9646.0	ENSP00000355013	55967at7742
ENSG00000155016	CYP2U1	113612.0	ENSP00000333212	159349at7742
ENSG00000131808	FSHB	2488.0	ENSP00000254122	413149at7742
ENSG00000164674	SYTL3	94120.0	ENSP00000353631	123814at7742
ENSG00000114850	SSR3	6747.0	ENSP00000265044	390017at7742
ENSG00000156973	PDE6D	5147.0	ENSP00000287600	404333at7742
ENSG00000109323	MANBA	4126.0	ENSP00000495247	106858at7742
ENSG00000163636	PSMD6	9861.0	ENSP00000295901	250310at7742
ENSG00000174442	ZWILCH	55055.0	ENSP00000437749	188059at7742
ENSG00000132382	MYBBP1A	10514.0	ENSP00000370968	49104at7742
ENSG00000109861	CTSC	1075.0	ENSP00000227266	222957at7742
ENSG00000171551	ECEL1	9427.0	ENSP00000302051	81711at7742
ENSG00000169129	AFAP1L2	84632.0	ENSP00000303042	80527at7742
ENSG00000144749	LRIG1	26018.0	ENSP00000273261	52065at7742
ENSG00000123240	OPTN	10133.0	ENSP00000263036	163855at7742
ENSG00000143952	VPS54	51542.0	ENSP00000386980	59663at7742
ENSG00000188467	SLC24A5	283652.0	ENSP00000341550	208291at7742
ENSG00000026297	RNASET2	8635.0	ENSP00000426455	326776at7742
ENSG00000065328	MCM10	55388.0	ENSP00000367986	105636at7742
ENSG00000141933	TPGS1	91978.0	ENSP00000352265	352256at7742
ENSG00000169251	NMD3	51068.0	ENSP00000307525	139974at7742
ENSG00000155906	RMND1	55005.0	ENSP00000506793	196409at7742
ENSG00000146476	ARMT1	79624.0	ENSP00000356263	196416at7742
ENSG00000120262	CCDC170	80129.0	ENSP00000239374	223348at7742
ENSG00000185002	RFX6	222546.0	ENSP00000332208	64461at7742
ENSG00000243335	KCTD7	154881.0	ENSP00000492240	308917at7742
ENSG00000138078	PREPL	9581.0	ENSP00000391456	239108at7742
ENSG00000180535	BHLHA15	168620.0	ENSP00000476312	425387at7742
ENSG00000145391	SETD7	80854.0	ENSP00000274031	226949at7742
ENSG00000165917	RAPSN	5913.0	ENSP00000298854	197208at7742
ENSG00000213619	NDUFS3	4722.0	ENSP00000263774	326788at7742
ENSG00000110536	PTPMT1	114971.0	ENSP00000325958	356688at7742
ENSG00000166860	ZBTB39	9880.0	ENSP00000300101	104484at7742
ENSG00000064313	TAF2	6873.0	ENSP00000367406	32840at7742
ENSG00000114735	HEMK1	51409.0	ENSP00000404843	328571at7742
ENSG00000157426	AASDH	132949.0	ENSP00000473564	125886at7742
ENSG00000164975	SNAPC3	6619.0	ENSP00000370200	270381at7742
ENSG00000108784	NAGLU	4669.0	ENSP00000225927	162701at7742
ENSG00000175455	CCDC14	64770.0	ENSP00000420180	74281at7742
ENSG00000140323	DISP2	85455.0	ENSP00000267889	31418at7742
ENSG00000068120	COASY	80347.0	ENSP00000393564	145875at7742
ENSG00000116678	LEPR	3953.0	ENSP00000360098	49318at7742
ENSG00000169105	CHST14	113189.0	ENSP00000307297	233977at7742
ENSG00000131470	PSMC3IP	29893.0	ENSP00000377384	366658at7742
ENSG00000128059	PPAT	5471.0	ENSP00000264220	146661at7742
ENSG00000114529	C3orf52	79669.0	ENSP00000264848	332036at7742
ENSG00000134453	RBM17	84991.0	ENSP00000369218	278076at7742
ENSG00000094880	CDC23	8697.0	ENSP00000378350	133969at7742
ENSG00000135956	TMEM127	55654.0	ENSP00000258439	349414at7742
ENSG00000138796	HADH	3033.0	ENSP00000425952	308333at7742
ENSG00000162734	PEA15	8682.0	ENSP00000353660	407723at7742
ENSG00000049239	H6PD	9563.0	ENSP00000366620	99037at7742
ENSG00000244038	DDOST	1650.0	ENSP00000399457	204708at7742
ENSG00000175606	TMEM70	54968.0	ENSP00000312599	359032at7742
ENSG00000167900	TK1	7083.0	ENSP00000301634	345556at7742
ENSG00000283189			ENSP00000490296	373028at7742
ENSG00000178125	PPP1R42	286187.0	ENSP00000508980	377238at7742
ENSG00000101407	TTI1	9675.0	ENSP00000362547	123570at7742
ENSG00000145020	AMT	275.0	ENSP00000273588	228390at7742
ENSG00000135914	HTR2B	3357.0	ENSP00000258400	182049at7742
ENSG00000151806	GUF1	60558.0	ENSP00000281543	116245at7742
ENSG00000149575	SCN2B	6327.0	ENSP00000278947	399109at7742
ENSG00000142330	CAPN10	11132.0	ENSP00000375844	162703at7742
ENSG00000109854	HTATIP2	10553.0	ENSP00000397752	365186at7742
ENSG00000023318	ERP44	23071.0	ENSP00000262455	206164at7742
ENSG00000147162	OGT	8473.0	ENSP00000514588	33940at7742
ENSG00000189376	C8orf76	84933.0	ENSP00000276704	302110at7742
ENSG00000166275	BORCS7	119032.0	ENSP00000342331	422630at7742
ENSG00000008311	AASS	10157.0	ENSP00000505958	53077at7742
ENSG00000163497	FEV	54738.0	ENSP00000295727	384842at7742
ENSG00000198246	SLC29A3	55315.0	ENSP00000362285	317891at7742
ENSG00000181378	CFAP65	255101.0	ENSP00000340776	13480at7742
ENSG00000176087	SLC35A4	113829.0	ENSP00000479255	368773at7742
ENSG00000086189	DIMT1	27292.0	ENSP00000498538	288056at7742
ENSG00000132792	CTNNBL1	56259.0	ENSP00000355050	157513at7742
ENSG00000166224	SGPL1	8879.0	ENSP00000513482	137318at7742
ENSG00000197386	HTT	3064.0	ENSP00000506169	3022at7742
ENSG00000115649	CNPPD1	27013.0	ENSP00000353698	328913at7742
ENSG00000120253	NUP43	348995.0	ENSP00000342262	249652at7742
ENSG00000144567	RETREG2	79137.0	ENSP00000395249	360372at7742
ENSG00000164244	PRRC1	133619.0	ENSP00000296666	274906at7742
ENSG00000189056	RELN	5649.0	ENSP00000345694	1662at7742
ENSG00000134291	TMEM106C	79022.0	ENSP00000256686	371714at7742
ENSG00000120256	LRP11	84918.0	ENSP00000239367	311450at7742
ENSG00000108788	MLX	6945.0	ENSP00000416627	376448at7742
ENSG00000107960	STN1	79991.0	ENSP00000513657	263068at7742
ENSG00000163743	RCHY1	25898.0	ENSP00000321239	298413at7742
ENSG00000164815	ORC5	5001.0	ENSP00000297431	189840at7742
ENSG00000153066	TXNDC11	51061.0	ENSP00000283033	185168at7742
ENSG00000122687	MRM2	29960.0	ENSP00000242257	327840at7742
ENSG00000106266	SNX8	29886.0	ENSP00000222990	238523at7742
ENSG00000131876	SNRPA1	6627.0	ENSP00000254193	335473at7742
ENSG00000111364	DDX55	57696.0	ENSP00000238146	176369at7742
ENSG00000013810	TACC3	10460.0	ENSP00000498361	225400at7742
ENSG00000111361	EIF2B1	1967.0	ENSP00000416250	307391at7742
ENSG00000111358	GTF2H3	2967.0	ENSP00000228955	277748at7742
ENSG00000163516	ANKZF1	55139.0	ENSP00000321617	170012at7742
ENSG00000106128	GHRHR	2692.0	ENSP00000320180	213286at7742
ENSG00000156414	TDRD9	122402.0	ENSP00000387303	55312at7742
ENSG00000119969	HELLS	3070.0	ENSP00000409945	77322at7742
ENSG00000163536	SERPINI1	5274.0	ENSP00000397373	224472at7742
ENSG00000168566	SNRNP48	154007.0	ENSP00000339834	310260at7742
ENSG00000112578	BYSL	705.0	ENSP00000230340	257212at7742
ENSG00000091947	TMEM101	84336.0	ENSP00000206380	378120at7742
ENSG00000158169	FANCC	105376156.0	ENSP00000289081	296646at7742
ENSG00000106144	CASP2	835.0	ENSP00000312664	207153at7742
ENSG00000230062	ANKRD66	100287718.0	ENSP00000454770	401756at7742
ENSG00000249853	HS3ST5	222537.0	ENSP00000427888	251459at7742
ENSG00000001167	NFYA	4800.0	ENSP00000345702	382669at7742
ENSG00000115652	UXS1	80146.0	ENSP00000283148	211156at7742
ENSG00000113108	APBB3	10307.0	ENSP00000346378	192142at7742
ENSG00000103037	SETD6	79918.0	ENSP00000310082	245117at7742
ENSG00000213186	TRIM59	286827.0	ENSP00000444313	221230at7742
ENSG00000061794	MRPS35	60488.0	ENSP00000081029	342620at7742
ENSG00000101928	MOSPD1	56180.0	ENSP00000359819	344785at7742
ENSG00000119943	PYROXD2	84795.0	ENSP00000359607	127789at7742
ENSG00000104231	ZFAND1	79752.0	ENSP00000220669	324556at7742
ENSG00000107521	HPS1	3257.0	ENSP00000514140	111667at7742
ENSG00000152683	SLC30A6	55676.0	ENSP00000349563	190480at7742
ENSG00000183833	CFAP91	89876.0	ENSP00000273390	116359at7742
ENSG00000122591	HYCC1	84668.0	ENSP00000403396	173797at7742
ENSG00000164604	GPR85	54329.0	ENSP00000476863	235347at7742
ENSG00000221829	FANCG	2189.0	ENSP00000367910	139946at7742
ENSG00000114767	RRP9	9136.0	ENSP00000232888	213005at7742
ENSG00000110799	VWF	7450.0	ENSP00000261405	7262at7742
ENSG00000172795	DCP2	167227.0	ENSP00000425770	235335at7742
ENSG00000165630	PRPF18	8559.0	ENSP00000367835	260107at7742
ENSG00000147536	GINS4	84296.0	ENSP00000428754	354827at7742
ENSG00000114786	ABHD14A-ACY1	100526760.0	ENSP00000420487	248693at7742
ENSG00000132406	TMEM128	85013.0	ENSP00000254742	417555at7742
ENSG00000123977	DAW1	164781.0	ENSP00000311899	191806at7742
ENSG00000168826	ZBTB49	166793.0	ENSP00000338807	143232at7742
ENSG00000198855	FICD	11153.0	ENSP00000446479	240011at7742
ENSG00000168818	STX18	53407.0	ENSP00000305810	322345at7742
ENSG00000075856	SART3	9733.0	ENSP00000449386	63207at7742
ENSG00000113312	TTC1	7265.0	ENSP00000429225	391492at7742
ENSG00000165526	RPUSD4	84881.0	ENSP00000298317	248515at7742
ENSG00000138614	INTS14	81556.0	ENSP00000326379	151964at7742
ENSG00000014919	COX15	1355.0	ENSP00000016171	267724at7742
ENSG00000170312	CDK1	983.0	ENSP00000378699	275781at7742
ENSG00000137815	RTF1	23168.0	ENSP00000374280	194852at7742
ENSG00000151332	MBIP	51562.0	ENSP00000399718	278787at7742
ENSG00000170871	KIAA0232	9778.0	ENSP00000303928	31951at7742
ENSG00000099810	MTAP	4507.0	ENSP00000494373	285301at7742
ENSG00000056050	HPF1	54969.0	ENSP00000406598	311206at7742
ENSG00000188549	CCDC9B	388115.0	ENSP00000380670	291289at7742
ENSG00000065457	ADAT1	23536.0	ENSP00000457501	155482at7742
ENSG00000172456	FGGY	55277.0	ENSP00000360262	194806at7742
ENSG00000169446	MMGT1	93380.0	ENSP00000306220	412883at7742
ENSG00000085760	MTIF2	4528.0	ENSP00000263629	132931at7742
ENSG00000168237	GLYCTK	132158.0	ENSP00000389175	170944at7742
ENSG00000159579	RSPRY1	89970.0	ENSP00000377942	137788at7742
ENSG00000151575	TEX9	374618.0	ENSP00000452791	348500at7742
ENSG00000176907	TCIM	56892.0	ENSP00000319914	428749at7742
ENSG00000107020	PLGRKT	55848.0	ENSP00000223864	400874at7742
ENSG00000163930	BAP1	8314.0	ENSP00000417132	98908at7742
ENSG00000012232	EXTL3	2137.0	ENSP00000512467	53153at7742
ENSG00000147894	C9orf72	203228.0	ENSP00000500650	161763at7742
ENSG00000103642	LACTB	114294.0	ENSP00000261893	291807at7742
ENSG00000213853	EMP2	2013.0	ENSP00000352540	392215at7742
ENSG00000174482	LINGO2	158038.0	ENSP00000513694	123660at7742
ENSG00000116691	MIIP	60672.0	ENSP00000235332	340519at7742
ENSG00000035928	RFC1	5981.0	ENSP00000261424	87643at7742
ENSG00000115241	PPM1G	5496.0	ENSP00000342778	225564at7742
ENSG00000123908	AGO2	27161.0	ENSP00000220592	53835at7742
ENSG00000049167	ERCC8	1161.0	ENSP00000501614	218088at7742
ENSG00000119523	ALG2	85365.0	ENSP00000417764	226477at7742
ENSG00000140598	EFL1	79631.0	ENSP00000352418	42346at7742
ENSG00000140534	TICRR	90381.0	ENSP00000268138	68813at7742
ENSG00000205423	CNEP1R1	255919.0	ENSP00000405635	408199at7742
ENSG00000159650	UROC1	131669.0	ENSP00000290868	122318at7742
ENSG00000166813	KIF7	374654.0	ENSP00000377934	27280at7742
ENSG00000174007	CEP19	84984.0	ENSP00000387209	397319at7742
ENSG00000140525	FANCI	55215.0	ENSP00000502474	30774at7742
ENSG00000138002	IFT172	26160.0	ENSP00000260570	11696at7742
ENSG00000133835	HSD17B4	3295.0	ENSP00000426272	79086at7742
ENSG00000188647	PTAR1	375743.0	ENSP00000344299	198411at7742
ENSG00000155085	AK9	221264.0	ENSP00000410186	24868at7742
ENSG00000090581	GNPTG	84572.0	ENSP00000204679	293276at7742
ENSG00000143224	PPOX	5498.0	ENSP00000343943	195010at7742
ENSG00000119383	PTPA	5524.0	ENSP00000351885	262189at7742
ENSG00000137502	RAB30	27314.0	ENSP00000478702	352847at7742
ENSG00000131475	VPS25	84313.0	ENSP00000253794	395513at7742
ENSG00000111783	RFX4	5992.0	ENSP00000376585	93522at7742
ENSG00000179409	GEMIN4	50628.0	ENSP00000321706	159513at7742
ENSG00000146433	TMEM181	57583.0	ENSP00000356057	180713at7742
ENSG00000142102	PGGHG	80162.0	ENSP00000387185	84691at7742
ENSG00000146360	GPR6	2830.0	ENSP00000406986	287310at7742
ENSG00000122335	SERAC1	84947.0	ENSP00000496731	126566at7742
ENSG00000186815	TPCN1	53373.0	ENSP00000335300	77473at7742
ENSG00000073536	NLE1	54475.0	ENSP00000413572	151923at7742
ENSG00000155438	NIFK	84365.0	ENSP00000285814	370224at7742
ENSG00000211460	TSN	7247.0	ENSP00000374332	368156at7742
ENSG00000185187	SIGIRR	59307.0	ENSP00000403104	242895at7742
ENSG00000272047	GTF2H5	404672.0	ENSP00000510706	433490at7742
ENSG00000177485	ZBTB33	10009.0	ENSP00000314153	127830at7742
ENSG00000104142	VPS18	57617.0	ENSP00000220509	46227at7742
ENSG00000183044	ABAT	18.0	ENSP00000268251	171708at7742
ENSG00000115947	ORC4	5000.0	ENSP00000376597	212696at7742
ENSG00000123096	SSPN	8082.0	ENSP00000242729	353318at7742
ENSG00000136819	C9orf78	51759.0	ENSP00000361524	359184at7742
ENSG00000128908	INO80	54617.0	ENSP00000497609	23496at7742
ENSG00000168228	ZCCHC4	29063.0	ENSP00000303468	241208at7742
ENSG00000138785	INTS12	57117.0	ENSP00000378221	375400at7742
ENSG00000184857	TMEM186	25880.0	ENSP00000331640	400325at7742
ENSG00000117906	RCN2	5955.0	ENSP00000319739	303510at7742
ENSG00000146376	ARHGAP18	93663.0	ENSP00000357131	125985at7742
ENSG00000145293	ENOPH1	58478.0	ENSP00000273920	328352at7742
ENSG00000112541	PDE10A	90632.0	ENSP00000497392	62905at7742
ENSG00000171202	TMEM126A	84233.0	ENSP00000306887	382456at7742
ENSG00000086504	MRPL28	10573.0	ENSP00000199706	339111at7742
ENSG00000179071	CCDC89	220388.0	ENSP00000320649	342301at7742
ENSG00000146618	FERD3L	222894.0	ENSP00000275461	395792at7742
ENSG00000151364	KCTD14	65987.0	ENSP00000316482	399133at7742
ENSG00000105875	WDR91	29062.0	ENSP00000392555	93430at7742
ENSG00000151366	NDUFC2	4718.0	ENSP00000281031	435429at7742
ENSG00000120314	WDR55	54853.0	ENSP00000351100	270426at7742
ENSG00000144061	NPHP1	4867.0	ENSP00000313169	227299at7742
ENSG00000145220	LYAR	55646.0	ENSP00000345917	357819at7742
ENSG00000187821	HELT	391723.0	ENSP00000426033	326283at7742
ENSG00000260916	CCPG1	9236.0	ENSP00000403400	224957at7742
ENSG00000118307	DNAI7	55259.0	ENSP00000379310	194866at7742
ENSG00000104738	MCM4	4173.0	ENSP00000497648	69819at7742
ENSG00000158042	MRPL17	63875.0	ENSP00000288937	389299at7742
ENSG00000164167	LSM6	11157.0	ENSP00000427036	433281at7742
ENSG00000120519	SLC10A7	84068.0	ENSP00000411297	302828at7742
ENSG00000159063	ALG8	79053.0	ENSP00000505433	142074at7742
ENSG00000184863	RBM33	155435.0	ENSP00000384160	117682at7742
ENSG00000171720	HDAC3	8841.0	ENSP00000302967	186469at7742
ENSG00000198650	TAT	6898.0	ENSP00000348234	173682at7742
ENSG00000172575	RASGRP1	10125.0	ENSP00000310244	91624at7742
ENSG00000105982	RNF32	140545.0	ENSP00000405588	227342at7742
ENSG00000172954	LCLAT1	253558.0	ENSP00000368823	248600at7742
ENSG00000145730	PAM	5066.0	ENSP00000508091	56183at7742
ENSG00000151148	UBE3B	89910.0	ENSP00000391529	44485at7742
ENSG00000104312	RIPK2	8767.0	ENSP00000220751	162375at7742
ENSG00000165282	PIGO	84720.0	ENSP00000514894	51278at7742
ENSG00000146909	NOM1	64434.0	ENSP00000275820	194260at7742
ENSG00000115504	EHBP1	23301.0	ENSP00000384143	74593at7742
ENSG00000168014	C2CD3	26005.0	ENSP00000404577	44104at7742
ENSG00000123454	DBH	1621.0	ENSP00000376776	119532at7742
ENSG00000106633	GCK	2645.0	ENSP00000499852	202970at7742
ENSG00000104320	NBN	4683.0	ENSP00000513229	268563at7742
ENSG00000187616	MYMK	389827.0	ENSP00000419712	361842at7742
ENSG00000084073	ZMPSTE24	10269.0	ENSP00000361845	180612at7742
ENSG00000139428	MMAB	326625.0	ENSP00000445920	389183at7742
ENSG00000109762	SNX25	83891.0	ENSP00000426255	65316at7742
ENSG00000166509	CLEC3A	10143.0	ENSP00000499168	369081at7742
ENSG00000170325	PRDM10	56980.0	ENSP00000351686	40409at7742
ENSG00000175595	ERCC4	2072.0	ENSP00000507912	87266at7742
ENSG00000214087	ARL16	339231.0	ENSP00000483183	393852at7742
ENSG00000117640	MTFR1L	56181.0	ENSP00000363421	312646at7742
ENSG00000184445	KNTC1	9735.0	ENSP00000328236	11895at7742
ENSG00000140307	GTF2A2	2958.0	ENSP00000379372	416176at7742
ENSG00000106077	ABHD11	83451.0	ENSP00000222800	363898at7742
ENSG00000184182	UBE2F	140739.0	ENSP00000272930	364611at7742
ENSG00000128891	CCDC32	90416.0	ENSP00000453607	407088at7742
ENSG00000166133	RPUSD2	27079.0	ENSP00000323288	164340at7742
ENSG00000108950	FAM20A	54757.0	ENSP00000468308	227080at7742
ENSG00000126106	TMEM53	79639.0	ENSP00000361311	384878at7742
